Temperature,Humidity(%),WindSpeed,Rainfall(mm),AirPressure
40.31,46,11.02,1.33,1004.74
18.46,53,9.2,9.81,1014.57
9.83,31,10.08,1.61,1012.7
28.41,80,15.96,3.13,1020.19
23.93,94,12.36,4.94,1011.79
28.3,93,0.34,5.59,1014.44
30.99,38,12.81,10.27,1007.25
14.32,43,11.83,3.63,1012.11
22.99,69,8.28,1.83,992.94
29.1,80,5.68,0.1,1024.69
26.79,95,6.77,6.29,1009.78
23.77,58,2.96,1.86,1017.26
30.17,40,17.33,7.68,1025.0
31.98,41,1.96,3.57,1017.6
10.64,64,8.03,3.83,1011.28
36.03,99,9.2,6.84,1018.85
16.44,38,6.85,11.45,1013.13
29.17,62,17.07,0.32,1022.89
22.69,96,12.55,3.74,1016.79
33.78,54,9.15,1.34,1014.42
30.05,78,11.57,5.22,1007.41
29.13,71,2.3,5.63,1015.57
26.55,95,13.34,0.54,1015.93
21.24,86,7.5,1.79,1018.02
18.07,25,0.0,0.69,1008.63
15.32,46,10.32,0.5,1005.09
20.62,66,6.98,0.5,1011.22
31.38,84,1.89,3.07,1002.4
17.99,95,4.97,7.29,1005.8
33.46,81,4.42,2.5,1022.27
17.82,52,3.4,1.43,1008.98
23.85,88,12.05,0.32,1024.42
28.16,32,4.31,2.29,1013.84
32.19,89,10.23,2.46,1020.95
22.43,43,11.86,12.03,997.66
28.37,64,11.8,4.04,1017.49
26.49,29,10.31,3.28,1020.68
23.25,53,11.25,26.28,1019.76
17.73,68,15.3,13.51,1024.26
28.08,61,17.96,6.31,1039.53
25.2,44,7.53,2.75,1014.86
22.76,65,10.83,2.56,1034.5
25.8,26,10.99,0.95,1015.48
29.0,38,6.59,3.5,1012.29
13.24,46,7.06,2.19,1009.16
21.18,63,8.73,3.32,1019.69
18.18,90,8.42,7.2,1001.67
18.71,70,9.24,0.55,1011.38
19.48,62,15.52,1.84,1020.21
32.69,88,14.32,9.7,996.6
27.33,80,14.65,4.85,1010.6
17.3,78,10.58,18.86,1006.64
26.3,44,9.23,1.4,1026.49
28.0,72,4.03,0.99,1018.72
22.49,67,12.39,2.65,1021.36
15.99,92,5.37,9.13,1006.59
17.38,90,14.07,2.01,1020.34
13.9,69,12.61,5.08,1008.2
39.98,27,9.45,0.16,1013.88
12.9,75,5.12,11.35,1026.15
16.22,99,10.6,8.59,1013.57
24.84,24,17.95,5.5,1015.44
12.21,25,8.06,0.37,1005.65
16.89,49,0.8,5.29,1002.39
25.8,27,2.9,3.68,1032.47
26.42,86,10.72,5.45,1017.12
27.87,37,8.45,5.44,1005.52
30.01,55,8.38,10.09,1044.74
24.72,39,11.86,2.47,1011.53
20.18,100,10.56,10.57,1014.1
28.2,71,13.07,0.53,1014.86
34.73,79,12.42,0.88,1011.39
29.32,65,1.25,2.06,991.99
18.95,43,6.0,7.01,1036.1
29.3,75,13.94,2.3,1019.57
28.91,54,7.83,4.75,1012.7
16.34,82,4.97,7.84,1011.64
23.37,27,9.31,3.25,1022.87
28.97,88,14.39,4.05,1018.64
33.13,23,15.79,0.76,998.36
20.47,55,13.16,2.15,1020.0
14.8,20,10.1,0.31,1000.31
28.56,90,6.9,3.88,1029.76
23.26,100,9.33,0.23,1013.68
26.68,26,13.18,6.12,1012.68
26.33,73,6.68,0.41,1040.41
26.04,100,15.16,10.45,1029.65
22.1,54,5.45,2.85,1010.8
31.35,44,15.66,3.18,1022.61
19.06,100,10.87,8.0,1015.41
26.86,52,15.6,0.09,1027.31
27.73,47,3.07,9.75,992.32
23.63,53,22.24,2.71,1002.65
30.55,59,11.5,3.23,1013.67
21.74,94,18.97,0.59,1024.97
41.08,93,0.73,2.13,1012.77
26.66,52,11.38,2.07,1016.92
33.67,88,7.24,0.95,1008.63
31.22,57,12.99,1.47,999.4
34.96,42,13.87,2.71,1024.55
25.62,81,7.74,0.43,1017.3
32.89,71,0.0,1.85,1010.15
35.19,64,12.3,4.59,1009.71
27.02,88,9.74,0.59,1035.11
20.11,83,19.54,0.73,1010.08
37.81,88,12.97,13.08,1011.14
25.13,26,3.14,1.13,1006.27
25.55,85,7.63,0.57,1012.66
26.89,31,0.76,0.86,1012.17
19.52,65,11.81,1.17,1004.79
27.38,65,15.5,3.55,1015.32
27.44,36,13.05,8.43,1019.62
24.93,98,3.53,0.77,1022.3
24.53,70,6.27,9.37,1020.15
23.44,46,4.24,2.32,1004.75
22.34,75,5.61,7.25,1006.75
30.09,87,11.42,2.32,1031.44
27.03,88,13.12,8.14,1013.11
31.52,63,16.19,5.96,1017.94
21.35,76,2.46,6.01,1011.14
32.89,95,22.5,7.14,999.62
31.24,42,17.33,1.48,1004.49
23.3,39,8.2,2.09,1004.76
20.34,84,12.22,8.23,1019.5
29.16,34,4.89,7.09,1003.03
13.9,29,0.89,6.39,999.81
22.09,56,3.63,5.21,1002.62
26.93,20,6.45,4.17,994.96
23.95,44,13.14,3.02,1005.7
17.5,93,11.56,6.22,1030.81
25.63,77,6.8,0.13,1027.18
18.01,31,13.49,2.5,1026.71
26.83,46,17.67,6.45,1010.79
22.26,55,14.68,1.19,1001.28
24.03,31,3.82,1.09,997.74
19.25,28,9.65,0.74,1003.07
30.42,98,7.86,0.75,1008.02
23.98,52,2.6,0.09,1018.23
19.83,71,5.36,0.7,1020.8
24.15,88,9.02,3.51,1009.96
37.14,86,8.25,4.69,1004.93
27.34,92,6.43,5.45,1009.06
32.53,57,11.31,7.63,1007.29
13.72,51,3.52,2.76,994.0
23.62,98,17.81,2.8,1006.23
18.0,100,12.62,0.18,1009.76
21.36,71,9.36,1.34,1027.38
19.63,68,4.57,7.79,1007.74
34.03,42,1.44,17.99,1006.67
30.02,99,1.69,0.45,1016.99
19.71,38,13.62,11.8,1013.08
21.75,97,10.77,0.25,1004.46
27.54,97,14.57,29.48,1004.13
31.23,59,8.24,1.69,1015.93
32.29,64,6.34,1.04,1017.24
29.45,90,15.38,3.36,1012.98
37.7,94,7.59,1.14,1006.77
27.99,56,2.1,9.49,1019.47
21.89,68,12.24,4.11,1013.63
19.3,23,8.54,27.67,1013.37
17.44,93,13.55,3.35,1019.68
16.53,73,6.75,2.36,993.07
29.72,23,10.01,14.51,1007.18
36.14,42,3.58,3.77,1020.26
25.73,49,8.94,8.04,998.85
37.8,66,14.15,4.76,1014.74
25.19,57,4.44,4.16,1012.57
29.25,68,8.37,9.74,1019.23
13.92,95,13.16,2.96,1004.76
30.69,89,14.19,1.14,1016.28
20.54,33,7.53,4.51,1021.6
30.81,87,19.67,1.61,1017.36
33.98,32,16.05,6.31,1009.76
27.13,35,5.23,1.92,1021.54
28.03,71,10.24,10.49,1013.13
25.83,42,4.02,2.7,1033.48
29.48,40,9.2,0.58,1007.85
38.11,36,13.84,0.07,1016.48
25.08,73,13.71,6.16,1019.59
26.15,66,10.4,6.29,1008.54
12.55,79,9.19,6.36,1012.45
27.95,57,5.85,0.84,993.67
19.53,56,5.15,0.29,1007.08
23.62,69,5.95,1.58,1015.43
28.34,56,2.94,3.3,1012.42
13.69,74,3.8,0.33,1012.65
28.26,56,11.17,8.38,1003.05
26.76,83,0.89,5.93,1009.43
29.92,88,3.46,0.6,1017.91
20.53,55,17.8,1.67,1016.51
32.79,100,14.84,5.2,1015.65
27.13,28,11.26,0.62,1013.43
20.03,31,7.02,1.07,1007.7
15.41,34,6.17,2.29,1005.74
21.21,82,7.72,16.71,1003.71
31.1,40,5.39,2.36,1020.82
28.12,28,12.29,0.33,999.15
9.98,85,12.34,12.48,1024.94
22.67,93,13.39,0.66,994.33
25.88,91,7.07,8.84,1014.55
38.37,95,7.68,8.43,1019.63
34.01,79,7.12,10.13,1004.45
23.75,28,10.28,0.45,1026.7
26.27,74,12.48,21.42,1011.16
15.46,58,6.66,3.41,1013.25
6.61,72,6.55,3.48,1006.56
22.22,27,14.75,0.47,1010.16
32.02,42,13.07,3.28,1007.29
26.27,63,5.81,4.2,1011.09
19.76,88,7.47,0.25,1010.74
31.39,97,9.09,0.89,1004.65
37.55,68,16.33,3.93,1005.39
14.58,100,9.31,0.39,1019.16
24.63,82,3.99,0.45,1007.57
21.27,49,7.68,2.55,1000.44
25.31,88,8.93,1.24,1010.44
21.81,48,24.44,1.14,1014.26
44.54,52,7.3,1.61,984.64
24.16,60,10.17,1.45,1018.42
27.1,93,12.42,4.81,1033.8
26.17,68,11.67,4.17,1017.21
16.23,34,15.83,4.63,1003.41
26.42,80,13.16,3.25,991.52
14.7,61,11.15,0.25,1014.59
37.62,40,12.95,17.32,1024.08
31.32,84,5.62,0.63,1011.3
20.96,36,0.79,7.65,1005.76
23.83,97,10.54,9.6,1015.7
32.18,53,11.15,0.77,1018.15
26.91,99,0.82,5.02,1017.27
13.44,84,10.33,4.95,1002.45
26.18,95,13.95,1.27,1011.56
32.6,47,11.37,0.04,1013.06
8.66,61,13.41,0.31,1029.2
25.97,47,7.72,1.47,1017.38
19.15,73,15.35,14.22,1015.11
33.87,75,5.86,5.23,1001.69
21.83,47,10.06,27.17,1003.49
21.11,66,19.91,6.5,1015.02
30.79,97,5.53,2.24,1010.92
18.72,66,18.99,9.23,1001.25
25.59,20,21.43,7.09,1035.44
26.97,73,2.48,3.19,997.69
23.64,59,13.71,1.41,1011.39
15.87,72,10.37,13.13,1007.85
18.9,63,8.17,2.84,1015.89
24.09,81,3.34,7.46,1023.39
11.74,96,12.25,4.08,1025.03
25.6,62,6.18,1.64,1003.27
23.16,60,9.94,1.6,1022.12
29.01,31,14.33,1.66,1009.55
29.55,68,11.63,2.72,1017.03
17.14,76,10.53,8.01,1020.04
21.36,35,2.85,1.73,1002.73
18.51,71,13.0,4.22,1021.78
21.32,98,4.71,6.13,1011.02
23.24,75,7.18,3.6,998.54
32.84,48,13.85,15.2,1016.09
20.83,91,9.6,3.0,1005.0
31.21,34,18.7,1.26,1011.01
26.82,33,8.11,4.61,1023.03
34.7,21,12.53,1.94,1010.39
22.53,43,14.2,4.8,1012.52
19.31,99,3.42,22.04,1013.93
26.01,70,13.54,6.77,999.07
13.75,86,7.71,5.97,1015.37
26.1,59,10.65,5.83,996.82
28.96,68,7.6,3.57,1015.38
32.69,87,16.15,0.16,1017.85
27.84,93,10.76,5.35,1027.08
24.0,78,12.32,0.25,1021.03
38.59,63,17.37,8.65,1006.03
24.93,81,6.72,3.96,1000.72
17.59,20,9.95,5.56,1017.95
24.76,86,13.81,4.09,1016.24
15.59,60,14.07,0.91,1021.03
16.36,90,11.69,6.63,1008.28
26.69,45,5.83,3.28,993.33
15.72,78,9.5,12.38,1000.7
20.68,63,7.07,4.56,1002.07
16.82,33,17.43,0.39,1014.77
25.98,89,7.68,1.26,1008.98
20.02,67,8.23,1.53,1001.45
28.72,34,5.39,14.15,1020.53
28.16,93,0.0,3.99,989.03
15.87,30,0.0,3.54,1009.38
31.45,75,22.43,12.46,1007.54
23.8,79,13.47,4.36,1016.28
16.43,82,13.33,3.33,1009.81
27.61,77,4.01,9.17,1021.62
37.32,24,18.99,3.24,1008.55
23.63,44,18.69,2.04,1008.64
13.46,67,4.37,0.31,1013.62
31.46,96,22.84,1.46,996.92
36.03,64,6.91,3.42,1005.67
17.44,30,11.26,1.59,1007.18
19.43,74,8.69,16.59,1023.51
25.25,45,13.35,0.56,1014.8
11.46,27,3.61,0.18,1026.12
39.57,23,13.87,7.49,1016.76
24.64,96,4.91,18.06,997.68
25.29,58,3.27,1.34,1025.23
27.5,50,1.83,0.25,1014.28
23.19,74,4.77,4.99,1012.3
21.39,65,6.73,0.96,1004.57
18.41,24,13.68,8.56,1002.75
16.75,57,12.08,0.21,1017.79
27.85,73,7.97,1.77,1022.99
34.47,95,3.9,9.73,1009.58
31.65,66,12.47,2.63,1017.98
22.98,89,7.94,4.42,1030.86
23.65,32,8.45,0.43,1027.19
36.33,36,9.55,0.87,1008.71
19.41,44,3.75,2.32,1018.23
13.32,91,15.27,3.08,1022.88
26.76,82,1.42,9.49,1007.98
30.97,56,0.0,0.96,1006.25
7.58,23,10.34,2.51,1005.52
27.79,90,12.14,1.02,1018.32
17.1,77,15.05,0.7,1001.05
15.07,76,11.34,9.3,1017.05
22.98,79,3.44,3.75,1020.14
16.92,79,7.98,9.44,1001.84
12.61,95,15.14,0.78,1009.87
25.76,27,2.77,4.77,1011.38
24.69,95,6.91,0.08,1016.06
12.97,76,10.79,7.91,1016.08
15.15,79,13.27,1.85,1012.08
28.25,76,13.15,6.9,1007.19
28.7,40,3.32,3.26,1027.19
6.48,51,5.51,4.48,1011.02
16.16,32,12.35,0.87,1007.89
24.42,47,20.15,4.44,1000.75
27.96,39,0.0,5.54,1009.35
27.88,63,12.64,4.43,1017.82
29.22,34,6.04,2.64,1018.05
19.96,97,3.12,0.32,1003.47
26.25,27,0.61,1.11,1012.72
22.24,29,10.16,4.58,999.91
21.08,76,21.98,2.5,1036.42
14.42,28,3.08,2.4,1011.13
27.08,89,8.86,0.43,1017.63
13.46,27,7.44,3.5,1016.29
16.81,77,7.25,3.21,1016.38
29.81,64,7.11,6.24,1027.46
23.84,26,6.02,2.23,1009.05
32.36,37,0.0,6.51,1002.59
22.64,35,9.24,1.71,1012.78
21.11,48,17.69,10.8,1033.34
33.03,31,22.6,5.43,1016.96
22.2,35,10.53,3.49,1021.11
26.97,95,3.94,3.82,1023.77
23.86,36,5.78,1.2,1011.02
25.84,92,11.81,9.53,1023.39
23.45,41,8.99,1.54,1009.57
31.15,22,15.82,1.15,1018.4
25.48,71,9.21,3.77,1003.44
22.67,87,17.36,0.69,1015.21
26.78,47,2.44,2.56,1003.11
14.16,30,9.55,19.79,1020.08
32.09,26,12.09,1.56,998.72
14.45,66,9.62,2.59,1024.47
20.35,77,0.0,3.71,1006.39
21.83,39,10.47,10.29,1008.01
26.75,45,9.52,10.81,1005.3
36.34,29,20.1,7.68,1014.1
32.22,100,15.3,1.78,1020.3
14.69,29,12.55,1.4,1000.98
18.8,75,6.88,27.01,1034.05
15.2,41,13.87,2.2,1005.77
15.9,68,10.64,11.49,1017.33
20.87,40,3.82,2.71,1017.59
34.17,96,8.55,2.5,1016.37
23.28,32,14.13,7.65,1010.38
24.19,84,20.31,4.72,1023.69
26.6,93,16.51,5.5,1038.54
18.42,54,8.6,8.45,1028.04
24.5,21,8.82,13.86,1025.15
26.73,83,10.49,8.21,1007.6
42.21,63,11.66,9.54,1001.22
31.47,65,7.6,4.66,1019.03
36.52,91,18.2,7.37,1002.9
25.2,21,12.05,1.36,1017.19
28.7,67,10.36,2.85,1008.05
26.83,69,13.45,12.38,991.59
12.48,56,1.29,4.16,1021.32
7.76,29,12.85,11.95,1005.29
17.13,45,16.53,4.09,1014.8
33.7,28,5.48,0.62,1000.29
22.23,33,7.88,5.71,1033.07
30.45,87,12.31,1.71,1004.08
34.13,76,14.49,2.47,1017.12
16.02,43,8.79,12.09,1011.83
35.33,41,10.68,15.39,1003.64
16.86,78,12.26,1.34,1006.31
23.56,68,1.69,0.48,1007.58
17.44,89,2.91,3.0,1022.44
26.66,95,10.72,16.96,1015.3
23.87,54,11.72,1.16,1023.05
30.58,77,9.37,0.4,1029.02
32.0,48,6.41,1.78,1015.71
36.06,59,17.89,7.86,1015.0
30.26,91,17.97,0.53,1020.89
30.7,21,5.92,7.99,1017.76
21.86,71,2.49,8.51,1014.55
23.75,24,9.52,5.88,1012.89
27.2,64,10.64,9.43,1006.3
16.31,20,4.18,0.24,1013.29
32.86,76,12.1,0.19,1016.55
24.06,80,6.39,0.21,1004.21
26.36,64,11.29,7.55,1002.37
14.37,29,5.19,0.42,1011.01
22.45,49,12.49,5.43,1029.91
31.04,50,2.25,8.07,1008.41
27.94,63,2.59,3.81,1027.25
30.81,22,14.79,1.12,1023.94
22.64,26,10.91,11.36,1022.54
25.9,75,11.51,4.94,1012.63
24.27,83,9.49,0.11,1003.23
29.65,78,16.26,18.7,1002.57
26.83,89,15.64,0.52,1021.14
22.32,73,5.9,7.28,1013.26
7.08,77,3.35,2.36,1022.56
26.19,43,5.25,4.05,1013.16
13.25,72,11.33,9.71,1010.74
29.82,69,13.83,4.31,1023.09
30.82,79,16.27,3.17,1009.52
9.01,37,10.76,0.61,1015.51
27.1,24,3.1,4.1,992.67
26.92,45,18.11,3.94,1018.36
27.63,21,22.25,1.33,1014.74
16.37,24,3.93,1.99,1006.47
28.34,40,3.6,0.69,1025.26
16.19,66,9.58,7.95,1027.87
29.83,41,0.49,1.68,1016.57
28.04,80,15.81,4.42,1010.62
22.69,78,4.5,5.27,1030.89
27.97,85,21.29,4.2,998.62
18.37,58,3.47,0.27,996.25
21.09,47,8.58,4.69,1027.99
33.15,45,8.39,17.34,1026.05
32.87,83,5.21,1.0,1018.71
17.32,91,17.94,1.25,998.98
20.67,31,14.61,1.97,1016.02
21.11,81,14.89,0.16,1003.26
25.43,100,3.79,3.75,1005.14
24.06,77,8.53,4.75,1019.1
34.04,58,6.99,0.51,1018.43
35.74,63,13.09,7.54,1007.98
37.62,97,4.94,0.14,1019.66
40.12,73,3.21,1.92,1020.24
13.94,52,13.71,5.22,1023.98
23.68,24,14.88,2.48,1023.0
20.14,81,10.96,17.92,1007.5
18.72,93,9.05,0.58,1024.38
34.86,60,9.41,1.48,1011.03
27.95,45,18.81,2.21,1030.26
13.88,44,3.09,3.28,1023.15
43.15,42,16.58,2.44,1001.52
12.29,45,6.05,2.15,1007.69
22.52,95,11.94,5.06,999.33
25.61,30,12.55,2.96,1023.72
17.08,78,13.77,18.17,1017.93
28.85,100,10.59,7.77,1041.23
20.68,27,9.95,2.45,1008.54
30.76,54,7.7,18.78,1005.01
27.79,51,6.99,8.2,1014.97
7.47,59,8.66,21.78,1009.34
14.15,91,16.82,11.78,1015.42
30.94,39,20.47,2.65,1004.24
27.83,99,6.43,0.02,1011.71
17.82,73,6.81,5.29,1002.27
20.32,22,3.43,1.0,1009.49
24.38,39,6.11,5.62,1001.28
10.82,67,3.51,2.44,1036.59
40.9,29,8.37,34.04,1015.11
18.14,47,5.26,1.45,1012.99
25.22,38,12.39,7.24,1015.21
36.69,85,13.89,1.84,1010.1
23.71,58,13.35,0.7,1020.03
27.25,34,14.78,1.08,1006.0
18.3,57,5.44,1.5,1021.29
21.16,71,7.2,3.68,1011.91
18.52,100,14.28,3.59,1000.57
33.96,98,5.59,2.44,1015.8
20.33,60,8.17,5.47,1028.87
19.8,95,16.49,4.68,1029.55
18.97,84,17.03,2.69,1015.73
27.68,79,20.58,11.88,998.76
29.07,22,6.55,1.23,1025.54
11.02,78,7.72,0.51,1022.89
25.47,74,11.63,5.49,1026.28
27.11,46,10.98,1.67,1016.1
34.84,81,0.0,0.59,1011.13
16.43,68,7.08,0.28,1017.52
17.15,78,12.78,20.03,1004.66
29.49,81,5.48,7.91,1008.51
24.57,77,10.96,10.21,999.2
34.65,51,5.63,4.3,1015.38
32.71,52,8.93,19.43,1007.56
26.96,50,13.64,7.68,1025.23
24.54,57,21.95,2.19,999.32
23.9,90,10.34,2.15,1009.15
24.79,52,7.85,3.21,1017.87
25.43,47,11.02,19.92,1006.36
34.95,51,14.56,5.36,1017.04
10.74,28,5.73,9.1,1018.24
22.06,80,13.15,1.95,997.33
26.43,37,2.24,0.48,1015.21
20.78,81,10.1,0.63,1024.09
23.0,35,9.45,5.57,1026.99
21.91,56,2.0,7.77,1036.9
34.12,72,3.7,12.73,997.75
22.04,52,14.49,0.48,1028.46
19.95,40,7.67,4.78,1011.74
30.46,77,3.34,5.78,998.74
21.26,30,15.79,6.46,1011.52
23.82,83,10.96,3.56,1007.75
17.25,58,15.98,4.1,1009.97
22.16,30,12.89,1.81,1012.83
24.76,71,12.48,1.94,988.76
16.15,60,5.85,5.81,999.92
24.3,32,13.96,0.92,1022.39
28.59,59,16.51,0.37,1016.86
11.06,48,8.55,6.7,1006.82
20.43,79,9.04,1.55,1000.98
42.88,40,11.84,1.25,1003.52
23.57,85,9.5,0.28,1017.85
32.97,84,13.22,5.47,1013.12
24.81,29,21.43,3.43,1028.77
22.69,88,11.74,7.78,1020.82
31.53,97,12.13,1.08,1009.66
33.38,80,6.5,1.61,1019.78
18.75,29,15.8,1.7,1015.48
17.32,50,9.71,1.91,1006.96
15.42,48,13.48,4.03,1015.75
18.85,96,8.34,2.82,1005.99
32.95,53,8.13,1.52,1013.75
25.22,27,15.67,0.17,1012.1
33.29,62,9.16,2.75,1007.88
17.77,31,8.83,0.27,1016.35
17.98,52,10.14,1.07,1021.57
22.25,99,9.95,1.89,1025.42
27.08,89,5.83,1.77,1006.49
24.02,67,7.87,2.59,1014.4
29.89,94,6.97,0.14,1014.12
27.9,44,6.21,8.8,990.83
28.41,31,9.61,3.55,1011.76
29.79,41,5.77,0.91,1004.53
32.67,28,17.45,1.63,1015.48
7.78,58,10.44,5.43,1029.12
24.91,30,11.35,3.91,1016.82
30.9,21,14.9,0.78,1011.89
42.67,71,4.61,2.53,1009.62
24.3,53,20.7,14.16,1002.41
9.62,43,5.65,3.49,989.95
34.98,69,11.93,7.05,1008.48
16.48,75,4.14,8.15,984.41
28.22,20,11.57,0.7,1031.4
28.77,49,7.79,4.5,1015.32
25.88,39,14.32,3.45,1024.17
10.06,42,10.37,2.66,1021.25
22.46,58,18.4,7.45,1005.84
14.01,89,8.63,3.99,1017.77
28.18,34,8.85,5.11,1002.85
18.8,34,2.35,2.64,1016.85
10.13,88,5.14,5.61,1013.25
29.98,90,10.1,0.41,1026.55
16.13,74,15.03,7.28,1022.99
25.94,50,3.56,0.08,1030.14
19.84,56,17.41,3.5,1027.9
31.08,46,5.5,6.41,1006.74
30.78,65,11.04,4.87,1013.98
26.67,63,16.26,9.91,1017.8
24.25,45,8.85,2.62,1023.46
21.91,82,6.46,8.03,1037.61
16.57,69,13.39,8.18,1020.59
20.88,55,5.77,0.95,1012.99
28.35,54,10.06,1.33,1011.65
38.68,86,17.46,4.3,994.05
29.0,37,13.55,3.02,1006.42
30.01,49,9.88,3.45,1024.16
24.25,36,3.32,5.2,987.51
28.68,31,18.86,6.63,1001.39
9.97,52,0.0,2.45,1003.58
19.95,51,3.08,0.55,1029.55
29.93,78,9.62,1.21,1016.12
30.05,62,10.39,5.41,1019.25
21.2,34,5.3,2.75,1010.6
15.84,86,10.83,1.27,994.12
24.5,69,14.37,0.89,1018.64
21.96,77,12.07,3.33,1006.53
31.58,28,11.35,3.84,1015.85
29.92,58,15.76,2.81,1017.54
35.84,28,9.6,7.9,1009.39
32.77,90,10.04,15.83,1007.24
23.08,77,20.76,1.11,1010.48
27.44,56,10.98,30.15,1034.08
39.24,25,8.97,5.15,1032.13
22.2,22,15.69,3.57,1017.55
26.22,32,12.17,2.05,1042.13
24.97,21,9.83,10.08,1025.88
25.12,30,11.23,21.96,1016.43
18.88,88,7.36,13.5,1006.59
34.16,100,8.37,17.27,1002.8
18.58,30,15.27,0.03,1013.64
38.01,56,9.02,3.56,1023.47
36.47,57,9.94,8.83,1022.98
26.76,62,8.89,7.26,1011.76
25.04,92,6.88,0.88,1002.69
19.56,22,5.99,0.01,1018.38
25.5,34,12.21,20.66,1011.69
32.56,76,16.0,9.83,1002.14
20.21,62,10.79,11.31,992.8
35.28,41,15.16,6.09,1001.49
32.18,61,11.79,1.12,1024.02
24.26,98,8.71,7.28,1030.81
30.57,86,7.23,0.81,1006.71
18.61,27,10.83,7.08,1014.09
24.28,72,8.65,1.75,1023.4
40.52,97,6.69,4.98,998.2
33.36,89,12.6,0.95,1025.79
28.49,35,1.03,4.14,1015.25
25.48,65,10.88,5.31,1016.15
24.48,60,3.58,1.18,1018.15
24.8,60,9.21,2.62,1001.28
19.58,87,11.71,5.09,1011.43
29.56,74,10.62,1.01,998.17
32.31,41,8.05,1.52,1005.33
23.24,81,10.71,11.16,991.19
28.27,20,0.0,4.58,1009.51
19.91,33,0.0,9.55,1026.78
24.53,26,11.36,3.28,1010.57
19.08,45,13.63,2.46,1000.87
23.41,30,14.32,6.13,1018.51
25.84,89,6.26,0.21,1013.61
29.23,55,5.57,1.84,1016.56
20.71,97,5.55,4.97,998.23
28.33,62,7.86,1.86,1033.02
18.31,57,6.56,6.03,1021.73
27.22,32,6.55,2.32,1015.46
40.48,49,11.37,1.27,1011.41
22.4,35,9.22,1.49,1006.85
15.66,59,2.89,11.82,992.65
31.28,62,8.6,6.2,1018.81
27.0,38,17.53,5.45,1015.77
28.21,93,2.22,0.55,1005.02
33.9,28,6.04,0.34,1013.51
20.02,25,10.12,21.84,1005.38
20.23,100,13.84,5.71,1012.79
28.81,39,4.88,0.37,1014.66
32.28,55,9.92,4.85,1021.71
26.66,70,7.22,3.26,1020.28
24.5,72,8.93,9.77,1008.66
27.26,28,11.44,2.58,1018.01
30.13,44,13.09,0.25,1033.45
14.86,96,0.0,2.52,1023.61
18.07,52,11.42,8.5,1003.28
24.38,91,4.66,6.56,997.64
29.83,78,7.92,0.46,1015.31
40.2,80,6.77,6.71,1012.77
24.21,77,12.33,1.03,1002.78
26.72,60,3.84,2.64,1007.01
20.34,51,11.04,4.31,1010.56
29.6,61,12.47,0.15,1001.59
17.31,92,16.68,8.17,1011.42
24.92,87,2.53,0.23,1022.24
18.35,78,7.77,4.64,1016.57
10.21,63,10.0,3.46,1023.01
43.86,25,10.68,2.54,1011.16
30.61,65,19.83,7.08,1014.82
30.66,96,10.04,1.06,1006.54
31.36,30,6.53,5.08,993.76
34.98,81,13.45,0.64,1023.73
26.14,58,6.76,7.13,1021.19
31.08,50,5.36,12.61,1006.09
21.5,82,10.7,1.94,999.91
23.79,86,3.81,2.15,1023.51
14.25,93,12.89,5.54,995.85
26.41,99,6.73,10.83,1032.51
21.29,48,4.9,1.49,998.03
24.07,61,0.0,0.53,1031.3
30.8,49,27.43,27.03,1032.2
27.11,94,13.65,0.09,1013.76
32.21,37,12.7,3.93,1009.92
20.86,85,3.55,3.34,1017.98
27.67,79,8.61,5.78,1000.19
20.52,32,8.53,0.25,1008.11
23.77,48,18.37,5.35,1027.23
22.85,97,0.24,3.12,1020.33
17.9,90,10.6,3.87,1002.27
22.11,87,9.76,11.61,1003.02
29.04,69,4.71,1.04,998.87
18.59,23,11.7,7.27,1011.07
20.35,47,8.36,1.88,1014.6
33.71,49,12.73,0.71,1031.81
34.93,44,13.74,3.65,1002.84
30.82,38,6.97,0.14,1011.63
36.96,90,14.72,2.07,1000.05
34.55,71,10.61,2.81,1016.55
24.38,98,14.56,4.14,1025.51
38.92,57,15.82,4.45,1034.14
35.92,35,7.79,0.71,1019.58
24.49,38,16.29,3.02,1006.42
26.76,37,14.91,1.34,1002.62
20.37,96,15.45,2.78,995.65
24.33,82,3.95,2.97,1018.8
14.12,36,4.58,5.33,998.67
20.89,91,2.28,0.41,1007.79
30.56,84,11.2,3.26,1027.06
17.83,32,10.87,0.42,1012.56
22.81,66,11.51,2.61,1032.71
28.91,47,10.8,0.81,1014.24
22.97,69,9.55,5.98,1012.08
33.06,65,6.27,1.27,1024.18
33.38,76,14.12,4.65,1012.04
20.67,59,9.15,12.82,1013.88
21.94,31,13.11,1.48,1005.11
25.31,77,6.14,13.57,1020.03
20.34,80,3.41,1.38,1005.86
36.44,79,12.62,2.83,1003.91
22.11,35,4.83,21.3,1023.18
31.38,86,10.55,3.77,1008.08
14.52,36,11.38,2.95,1024.12
19.59,73,9.21,4.12,1024.23
17.4,85,15.95,0.77,1020.03
16.29,43,12.18,0.23,1009.87
21.39,50,9.14,6.12,1017.8
27.57,63,7.38,6.07,1018.07
35.73,23,9.32,1.32,1005.36
23.58,51,8.38,13.5,1000.29
25.57,36,7.82,11.9,1012.2
27.37,31,9.16,8.43,999.97
19.9,21,15.03,0.48,999.01
24.83,34,16.74,1.05,1003.98
39.61,77,8.75,5.99,1007.21
27.72,40,11.2,3.57,1008.1
39.61,71,6.61,8.4,1007.27
