temperature_C,ice_cream_sales_$
33.69,565.04
33.5,716.31
36.26,739.22
20.06,365.02
20.58,541.49
29.42,556.97
18.89,336.54
22.41,443.11
35.31,642.59
23.36,469.31
15.28,206.45
31.27,677.86
19.51,389.91
19.9,387.83
15.41,320.47
29.45,535.55
29.05,525.08
17.41,390.14
16.26,351.09
27.27,497.91
34.53,727.91
38.84,931.26
16.88,314.78
32.7,723.59
19.79,402.26
15.85,304.73
23.37,430.79
29.35,634.46
30.03,624.93
16.23,378.89
38.19,807.6
16.36,385.32
20.43,471.49
25.81,499.23
38.64,791.94
39.78,804.48
15.01,268.79
20.61,360.43
27.53,628.29
32.36,684.61
31.42,717.73
21.29,452.05
19.94,389.9
15.36,292.23
36.07,700.49
24.47,481.25
36.61,725.94
23.09,495.91
33.9,616.14
16.74,304.29
35.29,630.47
37.28,767.25
21.62,469.27
18.55,406.75
19.9,354.83
36.69,688.84
22.16,406.39
20.78,359.91
39.47,818.1
31.75,596.37
35.81,732.45
33.68,728.69
24.35,475.91
36.57,724.27
29.7,555.14
31.43,662.67
23.15,445.71
39.53,790.33
36.37,781.18
18.7,372.8
20.1,350.13
33.71,670.99
15.64,310.65
23.39,489.06
28.31,637.84
20.12,343.54
36.83,736.07
37.23,721.11
38.92,804.84
18.66,394.72
16.98,326.55
28.9,542.42
34.81,773.95
22.28,441.04
21.02,384.06
27.94,430.82
27.05,550.65
26.99,538.08
25.13,538.65
33.18,679.81
30.37,632.17
27.2,488.68
33.02,614.88
21.54,465.84
37.3,718.25
24.6,494.82
23.19,381.38
28.56,482.86
21.76,396.55
21.72,434.84
16.95,361.86
31.3,661.45
37.82,736.99
32.13,633.32
29.19,593.89
32.79,656.71
39.16,785.53
23.41,529.79
25.77,595.72
22.16,340.2
15.42,321.28
23.69,458.09
16.79,311.68
36.46,708.7
32.89,734.33
22.6,474.26
23.2,545.61
29.24,635.16
34.95,772.66
32.97,663.47
15.72,277.38
34.63,696.35
37.03,722.2
17.25,357.7
34.25,570.94
21.29,394.84
19.34,388.7
28.6,566.81
28.82,528.83
26.77,603.96
37.55,724.45
21.04,458.18
30.06,488.59
25.25,434.58
36.84,644.62
18.32,311.19
17.07,315.92
39.82,780.53
29.43,544.37
37.8,675.1
25.21,509.33
30.11,598.21
32.35,688.78
39.65,784.75
17.82,343.31
18.12,428.24
28.08,517.96
16.4,254.8
33.19,723.41
39.77,840.62
35.29,804.11
21.65,466.57
34.99,622.37
30.7,579.48
17.99,329.33
29.15,531.81
37.42,829.61
22.25,325.3
31.48,647.13
16.04,322.2
35.86,682.39
20.15,361.55
30.22,508.35
28.1,634.89
28.7,567.71
21.34,348.06
28.98,550.06
30.07,662.34
25.64,491.07
30.83,648.03
19.79,427.86
27.81,564.71
32.92,556.58
24.2,470.5
25.28,551.3
19.11,243.43
30.41,612.48
18.09,367.05
27.52,544.72
20.26,467.13
19.85,398.68
17.4,265.06
23.93,476.07
36.69,731.97
30.12,574.1
34.48,569.32
17.86,400.39
22.83,396.15
24.72,468.28
36.5,706.45
31.61,666.34
27.26,571.24
22.51,460.21
34.0,667.04
37.21,808.04
28.42,577.58
16.09,352.61
21.8,464.99
33.65,627.79
24.69,525.99
30.65,628.46
28.11,536.59
37.69,809.99
22.68,524.86
26.15,524.8
16.62,404.44
35.12,701.74
23.15,473.05
33.05,613.32
15.08,311.93
36.69,728.02
39.3,760.25
26.75,577.28
27.07,544.64
30.41,634.82
39.38,717.87
28.96,619.01
16.85,339.09
29.13,577.87
25.48,506.34
34.02,630.66
22.58,519.29
38.11,755.97
35.0,666.65
23.16,440.53
23.8,508.31
27.95,647.25
17.49,270.09
32.25,725.21
30.23,656.13
22.97,415.06
30.95,660.45
17.46,372.55
38.8,794.32
16.67,402.15
23.22,438.22
39.26,821.28
24.96,419.64
37.14,795.64
18.77,325.66
16.67,384.87
17.7,329.08
39.3,770.16
17.22,363.33
31.29,634.17
26.01,607.44
36.52,747.47
22.36,421.8
15.72,295.16
33.72,697.79
29.72,573.51
25.86,511.94
23.08,529.46
37.49,725.87
18.04,278.07
18.53,367.61
15.37,306.47
16.81,264.85
36.43,723.88
34.84,809.59
17.56,264.94
34.5,719.01
31.03,627.94
24.69,484.32
17.11,354.67
30.06,637.35
35.99,690.97
25.52,380.73
25.61,531.19
35.67,674.35
20.26,416.47
19.31,372.37
32.39,649.28
31.41,605.94
37.8,764.21
23.36,474.58
20.05,386.4
25.72,471.98
24.59,524.43
38.45,774.36
37.94,751.21
25.7,480.12
25.31,537.04
26.12,474.21
33.27,630.01
28.75,678.28
22.2,478.01
34.22,633.94
37.6,755.59
32.94,732.28
19.87,391.02
34.79,736.4
39.72,710.7
32.13,593.81
21.1,447.69
15.14,409.09
24.64,561.5
26.76,556.7
37.74,857.77
30.49,662.94
22.04,434.71
32.29,646.68
17.3,266.79
20.34,356.75
33.61,681.26
22.43,463.37
15.78,352.8
27.42,523.4
31.45,659.1
34.73,715.55
22.65,525.17
25.61,527.29
28.91,628.99
16.87,389.18
19.94,419.54
24.23,379.17
21.68,472.24
26.65,509.3
31.27,683.57
28.49,590.4
34.36,761.69
30.66,536.18
22.3,521.61
18.0,289.07
30.99,681.79
20.3,358.24
22.97,469.47
34.88,699.37
20.5,401.62
28.45,603.74
17.37,356.22
25.41,504.21
39.51,768.21
38.86,697.73
38.66,742.23
29.88,622.13
22.37,478.47
23.87,485.75
20.15,462.4
17.44,438.96
19.22,427.46
26.68,501.58
15.68,377.75
38.48,734.16
29.04,576.25
19.34,386.89
25.41,505.37
24.41,393.69
35.88,688.13
18.01,309.97
25.75,528.49
32.78,689.51
24.33,458.46
23.94,442.15
23.51,491.66
34.05,771.89
17.98,397.71
36.42,726.93
16.77,376.75
22.98,403.3
24.73,562.69
24.84,421.8
19.69,437.62
30.08,718.88
26.34,502.99
29.19,596.36
30.37,625.0
19.78,396.89
38.01,816.58
35.75,616.15
35.71,736.85
28.29,673.4
35.5,694.38
30.69,686.53
26.26,405.96
33.81,681.7
30.0,687.13
15.05,317.12
39.93,796.99
25.75,529.05
29.29,516.81
25.15,487.24
17.51,484.39
35.85,728.51
32.06,634.31
35.71,745.22
27.1,497.59
34.79,639.96
34.94,623.78
23.41,410.88
15.1,228.32
36.49,792.71
19.62,420.42
36.72,739.51
30.46,603.52
30.87,532.17
21.18,351.2
25.07,545.79
22.8,434.63
19.76,359.03
33.11,647.51
17.4,368.87
27.8,615.37
28.4,500.41
38.88,832.63
36.73,736.81
27.29,530.33
36.1,742.83
34.76,709.32
15.7,222.72
38.05,729.44
32.2,659.8
31.8,538.0
32.84,675.95
20.62,317.63
15.73,307.57
20.8,419.9
34.86,804.41
29.93,592.01
24.03,483.61
21.04,424.96
35.0,768.5
26.45,562.73
30.29,567.84
15.31,295.18
25.75,557.56
15.39,402.12
34.69,674.96
21.23,444.39
19.18,372.42
38.16,828.52
15.45,354.18
19.95,376.8
21.01,452.63
35.57,593.12
32.75,705.25
39.19,707.09
32.37,645.23
20.91,418.81
19.17,402.94
33.89,631.24
37.52,758.81
37.79,763.9
34.28,727.36
34.86,667.26
31.56,668.53
33.4,588.65
17.9,404.16
23.23,424.71
26.45,469.67
31.61,681.81
25.44,442.94
24.37,503.28
29.09,582.62
24.86,556.87
16.81,339.77
39.24,784.71
38.15,713.45
15.98,342.39
28.23,562.69
32.82,634.19
30.25,560.49
23.83,536.87
35.08,692.35
30.37,574.96
20.97,542.24
30.28,538.91
21.87,390.1
29.9,589.4
34.11,674.8
22.56,403.2
22.06,431.27
33.17,635.83
27.71,540.27
18.47,359.7
28.64,617.7
31.58,606.35
27.28,506.2
30.6,669.26
24.12,458.5
36.95,698.39
21.0,374.72
22.03,506.76
34.34,714.16
16.45,329.96
39.68,692.71
30.73,636.09
35.19,655.99
29.6,658.29
34.66,767.68
25.85,502.12
29.42,501.24
31.55,600.15
37.55,649.88
15.87,384.13
17.72,355.38
32.27,591.28
23.61,409.84
31.94,605.64
20.69,446.24
30.71,575.89
26.95,603.77
18.07,370.36
38.24,795.33
34.8,672.27
34.53,784.52
32.42,686.69
15.53,290.44
27.62,566.85
33.77,582.58
20.42,383.69
30.38,590.48
38.24,809.86
33.82,778.24
28.69,610.55
22.75,395.19
30.91,661.04
32.86,646.97
30.94,618.2
33.89,595.68
21.98,443.44
27.7,516.08
28.72,535.52
17.25,482.56
19.41,303.47
22.67,592.69
16.19,310.86
20.84,435.06
28.05,591.73
28.54,596.35
21.24,317.2
38.66,693.93
26.68,539.0
30.93,616.97
15.76,370.01
24.98,356.46
28.55,567.64
22.81,411.27
19.28,386.92
20.03,413.05
26.66,557.86
16.78,386.73
20.86,446.27
32.99,638.08
20.37,455.18
17.92,395.4
17.09,323.83
39.72,868.6
17.17,465.71
25.84,499.01
27.78,563.53
39.11,823.94
37.28,729.55
20.94,406.46
17.12,377.21
25.95,593.59
17.52,261.31
36.78,733.79
32.59,669.34
38.59,760.23
29.24,657.06
24.11,495.03
27.52,509.6
19.02,421.6
26.58,447.94
39.97,764.78
32.26,573.88
16.56,224.52
33.14,673.23
17.52,354.58
24.77,524.75
34.66,703.05
18.2,256.72
22.32,438.46
19.88,447.45
36.75,779.17
18.7,449.32
28.39,478.94
21.88,475.81
27.68,518.75
19.18,386.16
33.94,686.54
31.08,608.05
16.09,325.04
38.69,833.63
37.32,721.6
22.44,452.8
22.3,403.0
27.48,579.28
30.48,618.53
22.28,463.94
34.88,743.83
16.96,382.86
24.95,511.36
28.9,548.49
34.99,740.48
36.8,707.55
21.11,343.98
21.03,427.41
24.21,440.06
25.69,565.05
36.21,739.03
15.19,408.74
32.12,727.97
20.5,410.43
37.06,764.84
22.93,538.05
28.44,556.19
23.23,413.36
25.63,472.82
28.06,520.75
33.69,642.5
18.02,287.42
23.81,538.26
30.99,617.83
29.72,551.83
34.52,647.59
37.23,768.68
17.35,292.26
32.85,766.58
22.1,414.61
27.03,542.94
30.69,531.77
18.77,334.91
23.66,502.4
39.4,829.28
18.41,423.49
17.08,294.04
35.92,723.83
25.77,525.45
31.87,667.06
22.64,462.54
19.96,465.37
20.31,416.68
19.89,407.54
21.17,381.29
20.53,547.49
35.34,665.11
28.33,573.53
22.41,499.51
23.63,547.26
38.94,792.88
19.6,385.62
37.17,741.31
33.42,740.39
30.34,678.11
30.6,630.08
25.57,529.03
25.97,456.97
34.9,745.06
35.27,700.08
29.28,543.72
34.21,550.56
35.25,679.21
23.3,485.75
30.58,624.54
25.89,516.29
17.45,316.02
31.21,612.72
29.69,605.44
17.56,392.09
16.77,386.01
21.24,423.22
35.84,746.5
16.59,341.02
26.51,500.78
19.48,324.8
21.34,491.12
34.25,703.79
36.27,669.39
29.51,662.77
36.58,764.92
36.42,869.36
20.54,469.41
31.13,622.6
34.46,646.4
29.03,522.39
35.14,728.28
30.72,638.3
22.11,438.87
32.14,666.36
29.7,570.89
30.62,589.65
17.38,375.17
18.14,329.8
35.37,727.12
25.78,496.65
20.38,356.74
17.32,343.37
21.57,433.0
22.38,481.71
39.57,809.46
35.86,771.33
16.96,390.81
33.71,627.53
29.1,617.59
20.71,412.75
33.66,724.15
15.75,285.81
33.29,626.75
37.38,687.41
37.07,778.02
34.31,663.91
38.37,744.77
32.68,714.5
32.17,655.8
15.65,336.66
19.35,284.77
34.54,726.04
39.94,832.5
33.0,714.1
29.5,653.61
19.59,416.46
38.7,690.52
31.24,611.63
27.23,568.6
36.53,732.92
38.83,770.19
24.28,534.08
27.89,522.46
17.88,344.5
39.0,775.71
18.02,473.37
38.23,665.12
19.78,464.46
37.72,699.11
26.31,525.82
29.8,625.08
15.89,337.29
24.86,492.56
27.33,598.44
15.24,299.1
31.52,612.54
35.97,731.23
15.62,297.8
27.31,532.75
15.84,369.68
36.83,755.37
19.02,354.43
16.46,342.33
36.44,617.73
26.11,525.81
17.39,372.86
31.2,643.97
32.64,587.49
29.21,574.1
23.3,495.95
25.61,548.39
38.87,801.28
28.36,559.22
24.93,436.62
32.7,594.32
16.9,376.33
22.26,493.39
20.66,358.79
32.0,617.35
30.1,616.32
33.99,694.44
25.67,534.32
19.35,392.97
19.57,346.79
37.31,778.61
16.87,370.62
29.85,555.3
20.79,467.02
20.36,260.22
17.46,327.17
39.48,863.0
16.52,409.64
18.69,396.68
24.13,511.41
26.39,554.58
38.77,781.12
21.04,451.07
33.02,658.72
31.41,667.51
27.94,528.46
21.65,449.62
18.92,318.12
19.41,338.76
23.65,490.15
18.43,331.04
39.96,816.53
26.15,430.88
28.47,500.42
30.41,613.81
19.89,323.86
27.04,522.22
16.57,334.07
39.23,801.3
26.82,538.82
15.74,311.66
29.98,625.95
17.5,271.25
34.75,739.45
38.83,805.56
37.91,738.66
25.69,556.1
32.81,680.2
18.9,459.83
16.89,388.46
35.53,703.92
32.38,603.52
37.68,808.05
37.86,759.34
23.68,465.25
22.97,423.17
26.05,613.46
31.64,588.15
15.12,337.7
28.37,645.11
15.49,293.42
26.27,529.54
17.06,249.56
29.06,522.42
22.86,545.54
26.97,469.21
38.94,779.8
23.52,498.67
32.98,623.43
32.08,616.01
36.72,787.18
23.36,422.2
16.4,317.31
39.27,745.64
24.06,452.85
19.84,502.43
37.85,695.55
19.77,507.04
28.22,509.56
33.89,609.07
33.28,650.72
15.74,258.3
20.06,436.86
37.21,781.23
28.83,527.29
32.18,593.22
25.06,529.99
33.63,662.54
22.23,412.27
20.8,399.44
39.93,817.56
18.94,410.18
39.53,771.8
38.16,792.58
32.87,665.09
29.55,562.02
15.11,323.74
30.88,614.7
34.31,636.72
33.32,817.39
19.3,441.97
28.61,600.12
28.75,663.01
31.32,607.13
35.77,707.91
32.46,618.98
18.53,424.62
15.48,318.69
18.41,370.61
16.01,278.7
25.92,478.11
22.09,416.49
15.18,323.24
17.01,354.99
24.94,532.28
38.49,773.47
39.87,744.61
16.25,344.33
35.76,727.16
27.01,551.55
30.53,559.82
27.65,581.13
38.11,752.15
26.96,530.26
19.2,394.31
34.5,765.01
27.84,601.03
17.93,245.4
26.54,564.85
32.18,715.22
22.4,547.97
37.8,762.77
36.25,681.93
29.2,605.91
16.36,284.22
29.58,598.15
25.39,564.35
33.1,558.5
21.68,403.22
30.14,628.58
28.86,474.71
28.17,517.55
17.9,504.0
27.25,569.44
28.77,588.84
38.19,790.51
26.52,533.76
31.0,747.01
29.23,644.09
19.88,379.03
19.61,354.96
33.48,692.83
28.08,508.43
37.4,776.5
37.7,835.23
22.43,479.06
17.54,345.69
23.6,530.9
16.68,385.34
34.53,621.81
18.65,377.32
36.66,712.43
25.38,524.05
21.97,414.02
27.54,607.49
30.14,571.86
32.54,599.6
23.45,466.31
39.57,674.92
25.56,483.83
35.86,700.58
15.87,468.4
34.45,682.16
28.78,682.86
30.99,634.28
24.32,493.26
28.62,630.42
38.31,729.16
24.65,455.61
17.64,346.04
33.01,624.5
27.63,532.78
25.62,511.6
34.45,674.94
29.05,508.05
30.78,664.53
38.15,741.48
16.46,382.61
21.56,454.4
37.46,761.27
34.82,706.22
19.71,343.86
19.23,430.17
35.63,726.65
28.82,558.78
36.51,772.83
37.94,766.95
16.74,312.76
39.24,765.66
32.91,618.13
35.86,729.74
30.76,552.51
22.63,438.62
29.99,613.35
27.9,542.65
38.3,781.35
28.88,610.61
15.7,227.99
32.15,635.52
16.26,242.14
38.6,841.16
27.16,573.02
39.2,752.5
15.65,284.76
28.32,598.51
20.66,394.83
31.02,665.21
27.46,528.63
29.15,589.91
23.99,450.53
16.29,304.12
17.65,384.66
36.46,838.2
32.57,625.69
34.23,624.65
18.07,280.49
16.23,386.97
15.43,343.62
28.05,551.01
27.52,478.11
17.77,411.16
23.67,532.15
28.26,537.3
31.9,639.55
35.25,748.81
31.03,547.05
15.75,250.65
29.65,611.59
17.2,310.16
29.12,621.06
24.4,471.28
22.16,469.6
27.04,504.82
24.54,494.91
35.76,702.15
20.66,402.78
18.42,363.53
35.92,707.61
21.09,429.12
15.81,253.41
24.67,504.57
35.48,715.94
25.8,598.57
26.75,521.77
16.18,227.94
32.78,712.42
23.59,558.63
33.22,708.38
25.27,539.85
28.17,462.06
29.74,558.96
19.92,413.83
22.35,536.02
29.64,617.49
35.57,647.59
39.04,766.4
28.1,541.92
16.85,437.71
38.9,817.73
25.52,450.61
17.56,295.76
39.31,839.15
22.01,494.2
31.42,638.0
18.6,377.5
32.99,691.75
39.41,822.53
39.63,764.66
18.16,356.8
34.22,669.22
31.61,606.24
35.04,692.25
23.33,484.93
25.04,572.41
23.55,429.31
34.16,677.3
35.23,771.37
21.23,398.28
29.32,472.95
18.15,405.05
15.33,391.11
30.25,586.06
36.01,765.31
37.66,769.86
30.51,554.03
35.22,752.31
25.11,558.41
36.88,727.31
34.37,725.92
22.71,419.73
29.93,618.76
16.28,350.8
18.66,373.38
38.67,715.77
15.24,311.89
20.08,423.45
18.47,320.71
32.47,698.92
17.64,325.16
15.5,298.34
38.26,705.25
36.82,762.81
23.96,611.8
17.51,332.08
31.96,602.37
37.08,723.96
39.37,793.1
18.25,389.34
30.01,653.2
25.76,556.73
18.92,355.62
35.2,727.3
34.55,605.36
39.12,746.63
17.14,305.97
20.97,413.73
35.69,620.94
24.89,537.31
26.9,486.19
30.29,637.3
25.21,570.61
15.88,436.83
30.1,518.38
20.72,457.73
39.22,767.89
32.26,669.14
36.02,701.61
38.86,734.4
16.58,334.42
18.72,393.49
35.2,786.59
37.12,669.24
15.12,297.14
38.63,714.01
26.36,500.08
26.57,556.92
36.97,722.48
22.24,460.18
29.59,667.79
23.35,434.82
17.84,283.62
23.96,429.04
19.33,373.35
28.02,383.79
28.24,583.43
25.93,672.28
19.35,289.37
17.97,287.84
17.62,340.12
17.8,406.67
22.37,418.9
15.05,293.55
16.56,314.74
26.76,511.79
19.57,413.12
21.58,442.15
23.83,571.47
15.99,390.91
20.5,349.2
34.42,684.01
23.52,500.08
19.65,382.22
19.94,322.68
39.62,758.35
18.71,370.38
37.64,693.16
17.01,361.99
36.86,648.29
27.67,487.67
30.22,588.05
21.15,427.25
37.47,779.91
29.68,538.69
31.89,619.87
28.92,541.8
18.13,327.18
35.91,739.5
19.59,421.52
22.3,503.05
31.74,635.97
17.33,270.32
38.34,811.59
18.1,208.97
31.68,619.94
30.88,672.57
32.45,613.36
25.83,407.65
24.56,523.97
39.44,797.15
35.43,768.76
27.14,558.17
19.56,371.75
37.26,752.33
31.22,716.12
18.39,353.41
19.58,428.04
28.52,583.89
27.59,490.57
25.23,498.94
25.67,618.45
19.31,447.69
21.39,458.47
27.32,547.61
16.59,258.49
23.82,541.79
20.26,521.43
19.37,462.18
18.66,415.97
18.5,344.07
19.01,341.2
24.35,451.99
17.54,301.37
37.43,784.31
27.45,603.89
27.62,518.87
20.28,380.86
36.68,737.53
35.7,637.1
15.86,318.36
33.31,691.17
19.61,425.54
28.89,602.04
36.76,690.46
38.35,731.7
19.61,266.15
38.49,751.18
16.74,318.95
37.73,730.58
34.31,760.47
37.85,791.29
24.15,463.19
38.52,773.64
35.46,754.8
23.21,528.18
23.47,439.25
23.93,454.45
29.72,565.13
19.55,356.74
25.84,440.97
16.69,320.98
23.96,545.14
31.67,699.85
29.74,616.9
22.91,536.34
21.43,458.0
23.18,493.08
16.74,390.16
21.44,457.46
32.7,539.11
19.47,443.41
18.46,393.8
36.15,683.91
20.91,447.37
21.28,417.65
26.58,585.69
26.8,606.63
19.66,398.14
28.9,624.36
32.39,658.86
27.11,541.86
37.39,790.55
39.79,803.4
28.22,579.83
39.32,862.71
31.16,739.34
28.22,590.21
36.75,729.51
39.16,861.11
39.98,844.53
33.98,715.02
27.13,526.19
22.4,453.75
28.95,550.73
34.44,737.97
15.67,338.98
21.69,372.5
23.87,422.1
34.5,767.09
30.34,618.74
25.64,627.8
37.98,765.72
28.45,672.13
33.1,625.23
31.39,624.46
36.46,740.53
35.31,658.4
39.73,814.49
24.48,525.69
19.12,442.85
34.0,699.73
36.87,745.13
16.36,424.76
23.32,445.35
35.18,752.02
32.09,682.19
33.88,657.83
28.58,565.29
24.55,475.23
35.28,645.55
28.86,513.22
27.88,504.27
33.37,640.35
19.77,281.04
29.65,555.45
22.61,490.48
15.54,440.89
33.72,626.71
26.87,486.63
37.58,845.43
27.5,540.77
15.25,325.42
25.22,589.98
19.28,402.9
38.03,777.7
26.14,534.05
27.77,597.3
24.14,479.83
28.06,640.3
17.07,346.26
26.47,577.44
31.59,571.34
24.31,384.31
24.82,484.82
35.94,673.72
28.42,558.69
29.69,664.02
22.42,427.44
27.07,588.54
16.35,413.29
25.76,526.11
35.07,683.76
19.04,390.89
34.11,694.44
24.36,389.15
15.68,315.78
38.83,700.72
19.53,400.81
23.37,539.6
27.02,601.54
38.74,812.09
29.53,543.84
37.63,667.67
29.11,585.27
20.13,359.19
29.11,526.07
17.51,339.21
17.93,420.09
17.89,400.0
15.31,345.19
18.78,341.77
23.82,390.74
16.8,296.5
15.15,300.71
17.81,403.07
38.4,781.64
28.14,528.0
25.88,486.63
27.18,584.02
28.87,620.66
17.7,400.15
29.62,637.26
35.86,639.79
29.02,558.63
37.08,750.28
18.46,375.74
35.65,665.47
31.57,645.67
30.09,643.64
29.72,632.1
17.97,333.63
31.05,571.47
24.97,497.69
16.58,323.31
20.13,429.35
26.06,554.65
39.82,834.7
25.77,443.8
18.74,435.83
37.54,764.33
15.88,327.01
18.17,358.34
26.84,550.9
17.32,416.71
29.29,601.38
18.94,378.04
31.27,637.52
17.94,371.67
35.25,695.65
33.35,710.88
38.14,683.2
16.71,352.26
28.88,598.99
32.72,710.07
37.57,715.9
27.05,465.84
38.78,831.71
18.06,374.23
25.83,478.74
21.33,379.65
18.88,395.77
22.17,498.02
31.62,677.89
27.08,524.93
19.54,269.27
15.79,252.65
38.09,719.25
22.85,500.69
18.19,321.31
18.65,381.13
21.34,458.14
20.77,401.04
21.99,513.59
20.64,473.82
25.77,439.54
34.14,632.0
15.68,305.59
19.76,297.37
32.8,699.79
18.72,401.45
33.53,685.11
27.87,535.11
37.04,680.24
15.25,342.05
34.61,626.39
29.31,554.44
26.72,446.13
18.64,245.38
20.85,426.36
34.65,641.25
18.73,361.46
28.18,570.57
20.19,394.7
27.23,601.46
21.37,463.24
23.78,490.94
35.06,644.0
15.93,373.73
38.11,755.97
22.98,455.86
29.9,666.48
20.54,319.38
23.97,396.35
26.49,552.16
32.22,775.75
36.83,811.94
36.65,737.52
23.43,510.34
17.22,351.21
38.13,786.16
15.77,318.64
37.03,729.57
15.65,353.5
39.42,782.71
15.28,341.41
15.42,294.16
27.72,531.03
31.67,601.49
23.82,415.68
30.15,622.71
36.15,735.11
34.89,618.55
37.1,647.17
18.98,394.62
20.62,370.92
29.69,564.4
33.09,651.53
17.68,326.11
19.39,370.21
38.07,814.05
15.65,292.88
25.04,420.23
20.27,389.16
34.36,699.16
36.59,794.98
21.17,451.33
29.75,512.19
36.08,805.16
29.96,593.93
30.02,610.13
25.32,505.33
31.33,645.8
39.01,703.55
22.49,504.28
20.01,351.34
38.95,781.22
16.5,380.23
36.0,711.09
37.74,741.29
20.49,392.5
25.64,458.85
18.08,377.3
24.17,499.0
26.43,585.55
27.74,513.38
18.06,306.64
25.09,535.89
30.63,655.72
27.5,490.65
36.04,822.2
38.78,810.73
35.42,738.24
16.18,328.82
20.37,454.15
17.19,443.87
25.85,439.48
33.1,611.82
15.81,269.56
21.68,404.52
17.35,297.59
25.25,528.32
38.13,746.43
25.32,489.03
30.87,617.15
24.68,499.94
33.29,768.54
33.58,701.99
18.45,361.39
31.33,681.48
24.66,498.58
36.49,681.34
18.95,382.07
37.44,777.33
27.79,583.42
21.39,418.66
23.37,403.5
15.13,302.76
38.75,739.48
20.62,476.34
37.74,797.71
36.32,704.89
23.73,387.11
20.27,349.11
25.67,539.28
38.34,689.31
36.38,688.45
27.22,611.21
28.64,616.99
25.22,454.25
38.62,812.65
39.72,800.89
22.23,401.85
38.74,679.61
38.76,772.9
26.84,547.01
25.37,563.25
36.73,768.77
38.58,704.79
25.06,504.73
27.31,710.19
23.36,351.63
20.22,383.43
39.91,823.38
19.72,399.28
35.35,708.05
25.51,546.44
17.09,334.02
23.12,490.51
17.08,337.01
39.55,750.8
21.63,434.38
33.65,668.77
25.64,414.92
31.99,634.39
21.38,493.81
17.35,306.11
35.21,715.55
32.92,601.95
17.74,353.96
33.27,753.11
29.94,674.04
19.29,376.91
35.64,795.2
32.47,601.22
27.67,522.28
19.47,391.14
28.5,594.84
19.07,353.9
19.6,398.65
21.03,433.67
31.36,606.32
31.99,589.75
16.82,409.47
31.27,667.57
15.86,297.21
37.62,755.33
34.47,693.76
33.11,600.18
20.98,385.1
39.69,755.59
38.11,864.82
27.25,637.69
15.87,374.38
27.78,521.88
18.85,450.86
29.82,591.97
39.66,801.94
33.92,637.45
23.06,461.28
24.85,491.96
38.61,788.96
17.75,262.1
37.25,712.91
16.86,274.85
25.37,529.93
33.64,741.61
24.88,476.36
29.28,582.11
27.27,483.51
30.12,595.24
19.27,370.22
29.45,559.4
39.68,928.32
19.85,358.59
16.67,306.83
24.79,456.12
24.36,465.16
18.14,328.96
29.29,630.87
25.94,547.83
35.92,680.32
25.57,441.24
39.64,841.51
34.5,609.08
27.19,570.98
28.8,588.48
36.67,688.92
34.35,592.86
31.44,670.31
21.67,438.2
25.26,414.94
34.68,643.22
30.69,584.42
38.91,902.33
36.82,871.93
25.68,499.64
22.35,394.66
18.1,310.15
25.19,525.25
20.67,465.75
15.42,251.23
18.46,395.18
26.33,561.88
37.31,790.29
23.02,453.69
26.03,450.76
24.6,465.59
24.22,497.84
33.07,664.81
27.65,582.85
25.21,562.9
38.58,795.37
21.91,398.03
35.82,762.57
27.88,546.71
26.04,507.33
16.57,289.69
36.46,682.17
21.77,456.64
31.98,691.46
36.86,724.54
28.4,691.13
31.02,643.26
23.5,449.27
33.16,589.93
31.42,648.16
26.12,551.06
30.87,657.23
21.57,413.76
31.45,566.61
31.82,598.89
26.12,512.97
21.23,405.35
35.08,662.51
33.85,685.63
16.43,368.98
27.36,576.2
17.3,346.62
22.99,443.09
25.56,482.05
19.42,399.91
26.72,538.33
32.66,647.55
25.92,561.41
20.85,455.12
25.37,515.93
29.81,576.08
38.41,698.07
27.49,524.34
37.2,704.04
39.61,781.96
28.98,561.83
18.68,333.25
36.88,762.44
36.56,641.25
36.71,724.19
38.76,739.77
21.91,506.6
23.34,463.9
32.18,625.35
29.1,562.5
36.71,792.85
21.36,460.94
31.46,573.22
38.51,729.75
20.4,336.25
22.67,452.94
25.19,454.72
17.18,303.23
19.42,434.29
24.55,450.64
16.86,299.56
24.07,538.39
21.1,520.94
36.61,733.68
30.21,592.91
37.46,738.11
20.07,425.0
17.04,229.77
23.85,509.24
16.41,312.96
37.09,729.02
19.7,395.3
18.53,316.97
34.69,767.93
32.81,604.61
16.42,398.15
27.74,626.64
26.22,553.5
24.67,523.08
18.17,370.01
34.68,710.63
21.0,375.33
26.46,502.69
37.03,709.5
22.96,469.1
15.89,249.67
37.23,756.52
27.35,581.13
27.43,581.95
28.79,542.53
19.5,344.57
32.87,696.1
20.78,377.14
22.53,438.73
30.78,712.29
33.74,671.73
33.27,689.09
17.08,369.9
33.86,587.37
31.57,649.09
30.13,724.3
39.17,844.88
23.67,516.81
32.08,694.55
29.33,642.35
24.7,444.59
34.71,734.52
25.08,506.48
28.96,507.11
29.02,562.41
27.78,554.56
26.44,488.43
19.19,364.58
21.02,436.25
18.09,379.11
33.09,686.63
33.61,692.25
30.96,572.39
37.94,679.4
21.62,447.04
35.53,700.73
19.65,394.14
16.7,338.03
15.0,275.45
29.52,607.01
34.47,615.23
35.57,826.45
26.77,546.4
16.47,326.13
15.89,275.09
37.93,779.69
17.32,262.3
34.62,682.8
16.74,417.5
19.58,333.93
19.07,373.17
