Age,Income,Credit_Score,Loan_Amount,Approved
23,76062,324,262644,0
48,49643,582,814115,0
63,173586,509,985168,0
25,159614,686,421151,1
60,169746,347,62499,0
33,180016,653,217872,1
30,27336,395,260363,0
58,116632,461,508605,0
52,113851,593,305633,0
57,108600,614,392060,0
37,167210,840,35181,1
33,169561,400,75886,0
57,147069,504,429280,0
43,113682,331,133756,0
30,31297,633,995858,0
30,177576,771,467468,1
25,177427,740,209590,1
40,130431,393,398334,0
37,96889,796,300363,1
46,21317,527,131840,0
39,26723,506,983745,0
46,78938,787,622901,1
44,96461,704,539804,1
51,75464,730,59664,1
23,97287,515,761504,0
42,176229,668,913622,1
43,150025,659,650834,1
23,57121,819,619873,1
33,169635,370,985325,0
55,93078,686,231163,1
54,70854,821,248966,1
46,32240,466,203810,0
23,156765,818,577063,1
47,198062,347,90832,0
57,14564,496,199554,0
55,183131,488,317125,0
23,196130,421,448203,0
36,174521,746,228231,1
55,87278,465,880129,0
26,111968,341,31572,0
47,35940,559,412109,0
54,53124,516,885731,0
46,94683,808,418587,1
62,85659,493,782290,0
35,38491,642,937802,0
52,132040,792,316158,1
27,11682,582,349982,0
24,106782,352,174854,0
61,78961,768,717002,1
37,19209,444,185262,0
39,33086,490,800256,0
60,61847,403,449385,0
38,15061,666,626809,0
29,194398,832,214236,1
56,175911,795,70320,1
55,47242,584,83975,0
34,93222,588,622855,0
41,185316,422,634985,0
24,166635,589,972094,0
43,199493,566,734955,0
27,80649,324,761691,0
38,34992,333,746255,0
65,149762,627,947954,0
36,103192,444,528385,0
56,190887,529,954345,0
40,167712,585,585676,0
31,137289,652,981119,1
49,75438,754,236733,1
22,36941,820,436082,1
22,190614,490,7953,0
33,45670,511,919317,0
35,76029,432,142375,0
33,167553,649,933315,0
44,30318,754,439220,1
54,132301,563,628206,0
29,32836,419,568430,0
25,181864,376,625402,0
56,83203,352,323588,0
59,182952,353,422156,0
45,84758,630,598470,0
54,91869,712,108045,1
26,89560,672,880256,1
43,192752,535,587507,0
43,137483,710,305049,1
28,59332,587,242443,0
47,18484,357,903015,0
46,140827,375,18472,0
60,40240,590,480529,0
24,74855,799,24544,1
33,69782,357,136734,0
52,157042,584,613211,0
22,180479,310,404634,0
45,165236,489,569307,0
62,59858,345,360829,0
33,18957,519,496372,0
23,192525,314,498261,0
45,17218,660,596658,0
41,47957,738,586234,1
50,33095,761,335255,1
62,80343,423,761748,0
50,106618,414,138692,0
45,12122,301,153420,0
58,93623,661,357012,1
63,32724,492,995311,0
60,133935,796,642544,1
63,145480,428,11536,0
21,111542,768,603038,1
29,77570,843,124524,1
57,83399,736,453707,1
43,15405,648,843385,0
59,181642,515,340107,0
48,180873,740,164155,1
31,87029,726,964495,1
59,198442,808,261402,1
62,86235,544,955103,0
24,14676,307,215250,0
29,191994,358,947171,0
22,168227,696,776038,1
56,21397,723,921036,0
21,147887,385,300172,0
53,193230,793,320670,1
54,122594,412,319018,0
35,197216,340,559472,0
39,178766,425,18051,0
57,147350,543,742140,0
62,136630,559,7165,0
56,109308,722,537467,1
29,128429,316,971104,0
61,119923,833,974398,1
27,126463,431,485145,0
41,130897,635,983661,0
31,138529,361,47137,0
25,118483,694,206400,1
35,134010,556,760270,0
32,161928,812,372073,1
23,54861,515,442989,0
62,30885,339,75082,0
60,59620,838,49478,1
35,185829,653,23774,1
45,80191,820,700906,1
32,199899,749,51989,1
59,25257,549,461312,0
38,22909,581,150103,0
41,195102,516,767689,0
50,129499,482,891060,0
31,72612,351,57202,0
41,35008,550,724047,0
64,65500,557,881564,0
49,142168,362,742926,0
44,75869,790,948873,1
55,41125,437,150998,0
21,140229,399,83191,0
25,73006,563,44495,0
50,197453,376,183326,0
26,54647,835,125658,1
34,110700,430,771236,0
21,158062,479,63057,0
58,157143,454,272273,0
34,190206,767,154578,1
29,197381,846,665363,1
49,91735,756,713850,1
21,168822,407,577478,0
50,104373,352,919739,0
58,84607,465,829364,0
40,108739,686,990752,1
23,52089,450,655887,0
34,122008,376,501314,0
55,81083,614,405603,0
41,76193,419,931615,0
50,137526,673,745410,1
64,28995,699,682601,0
51,82816,737,295640,1
38,33066,521,17094,0
31,56344,313,5455,0
48,177226,842,52511,1
44,41563,604,885386,0
52,133628,577,939174,0
46,32591,529,733358,0
50,62571,665,573409,1
53,174584,703,956026,1
30,16569,490,304210,0
34,10286,755,431861,0
42,38067,317,98748,0
57,136081,577,176619,0
26,49057,363,960722,0
33,29627,581,160007,0
37,198969,787,847864,1
50,31847,372,120831,0
42,122882,459,179628,0
25,81587,349,914886,0
55,19881,763,185225,0
38,112408,597,176431,0
33,177902,420,60730,0
43,117666,651,218188,1
27,72272,437,71586,0
54,48406,829,762181,1
41,41243,401,127690,0
47,48837,800,669302,1
23,191731,528,156312,0
59,122434,567,6334,0
43,65963,717,905640,1
52,64923,436,338154,0
22,56550,797,228630,1
65,152894,731,730210,1
26,198318,525,383967,0
26,53482,704,376878,1
44,107426,501,145546,0
42,162848,430,116589,0
61,154673,323,767626,0
37,98251,440,870026,0
40,112088,559,743734,0
52,141069,807,969006,1
47,123417,658,181104,1
48,57919,507,109053,0
52,90012,821,494649,1
27,102982,467,304230,0
28,41576,844,373233,1
40,97079,750,965037,1
32,22446,577,208590,0
58,136423,661,880774,1
61,81253,595,430938,0
24,22971,637,96194,0
55,111880,682,802206,1
56,62357,655,60566,1
34,191614,822,371684,1
38,196355,781,332505,1
59,154333,579,147424,0
42,13960,676,36398,0
39,185147,499,596131,0
40,51694,463,838903,0
33,83176,309,779781,0
40,124464,698,798149,1
53,43063,653,722935,1
36,36556,510,233784,0
49,34507,688,889416,1
56,45845,352,496104,0
43,150746,336,549764,0
64,133766,804,295188,1
45,51585,346,758135,0
55,196528,485,679935,0
57,170497,351,438050,0
61,116504,526,850612,0
35,190002,459,790017,0
49,104317,794,416909,1
24,86126,529,566876,0
31,195963,519,830074,0
26,63751,471,78307,0
45,135114,451,427144,0
44,12664,810,669345,0
63,77656,587,713447,0
56,57950,831,983411,1
45,111876,306,577601,0
36,52308,501,795548,0
59,78841,824,606031,1
48,162642,447,425863,0
35,73328,581,558342,0
63,137814,784,891366,1
35,159752,392,960023,0
61,22392,447,884678,0
56,59835,315,504444,0
45,87225,821,852762,1
31,154580,343,17629,0
30,80368,587,497991,0
35,10960,830,22375,0
43,125416,407,112615,0
58,172309,679,503200,1
32,16680,312,224173,0
35,145305,799,96325,1
62,60807,309,441833,0
51,155231,743,392154,1
23,192435,833,395600,1
49,147956,553,520711,0
57,85151,572,827831,0
43,100525,620,952906,0
65,169227,848,519663,1
49,31310,799,331062,1
43,70194,610,752764,0
63,61262,815,118176,1
47,182266,327,383087,0
60,31494,650,196879,0
49,168807,514,199331,0
61,29516,840,816624,0
26,135453,428,967712,0
24,43633,779,306258,1
44,51380,550,870101,0
51,134255,458,481714,0
59,79687,669,120873,1
63,151656,841,26532,1
26,58928,765,967201,1
61,157260,683,485081,1
29,12869,593,109190,0
42,184289,700,936308,1
40,14115,545,980191,0
51,82097,579,729865,0
32,82041,817,477646,1
28,156880,774,688260,1
34,113383,513,184473,0
63,91239,415,853091,0
21,170390,830,80689,1
25,171642,493,350165,0
64,159729,364,543809,0
56,197712,666,390438,1
60,134976,327,667109,0
59,67382,569,10577,0
35,158885,495,158843,0
64,48729,552,984919,0
45,104332,826,679064,1
49,19275,707,411820,0
40,126050,328,311114,0
38,21416,560,280314,0
31,197449,653,120285,1
35,120291,480,718401,0
25,121454,652,940191,1
58,66936,580,889233,0
46,153302,733,189868,1
47,55251,417,824517,0
36,132716,572,44187,0
39,65487,323,625392,0
28,73112,490,707237,0
55,121749,592,174565,0
22,105091,779,683503,1
62,154197,768,498175,1
44,15719,710,773066,0
22,161521,531,355087,0
42,115940,739,992083,1
38,16602,713,476783,0
50,31981,309,827020,0
60,16831,716,939701,0
55,156543,418,464995,0
46,39800,512,592842,0
58,71199,686,974525,1
48,141259,459,840434,0
65,110341,399,214663,0
29,172311,653,107578,1
32,116490,588,417770,0
24,29698,352,56462,0
56,149936,391,487992,0
41,49493,707,953930,1
45,140438,305,424401,0
31,170385,397,100142,0
50,71233,388,387323,0
64,28068,681,622386,0
58,50477,408,917525,0
32,114881,316,142436,0
49,129420,832,598792,1
56,97959,736,345775,1
48,121709,638,803372,0
25,163906,653,859090,1
52,168645,791,313668,1
28,39161,758,193811,1
59,159775,423,918086,0
41,71569,388,772661,0
60,123683,310,721467,0
31,101857,710,374169,1
65,23139,736,371324,0
45,33741,452,119290,0
27,144547,321,748464,0
64,82561,460,564280,0
30,66057,405,607726,0
22,92051,622,434876,0
25,92732,412,995583,0
65,195303,461,374751,0
43,189083,680,27554,1
35,120675,835,667575,1
51,191008,789,536463,1
38,147157,656,526489,1
54,61266,652,19511,1
33,77125,796,826214,1
30,16398,441,763551,0
43,47687,640,859253,0
56,81584,515,801809,0
59,160570,781,831190,1
39,71976,494,257579,0
29,60733,601,379032,0
62,177532,676,629643,1
49,158972,692,465025,1
55,148609,416,159404,0
29,156303,354,565687,0
25,100430,679,370850,1
54,21389,658,660669,0
64,197424,644,50343,0
24,163664,395,454210,0
59,63096,816,494043,1
31,138170,615,615617,0
63,79226,573,468671,0
56,26127,329,971654,0
65,67365,570,390244,0
51,157794,796,831540,1
26,28893,775,995970,0
63,106712,774,45181,1
65,71529,510,312342,0
36,163686,420,874690,0
21,121911,496,69916,0
60,15619,628,582692,0
53,23273,585,525184,0
60,195089,488,512157,0
52,181218,475,91601,0
65,30149,731,750136,1
48,144481,537,98850,0
58,85363,601,963193,0
30,12549,313,546104,0
57,48001,423,42645,0
39,47062,814,134836,1
49,97280,370,950377,0
31,163927,702,911813,1
34,80382,488,633445,0
43,69097,797,422270,1
27,196232,790,618764,1
55,117187,789,405394,1
36,160437,522,870061,0
25,91256,685,631692,1
39,93766,340,521631,0
46,60088,521,182693,0
22,122945,409,473343,0
65,30439,470,180407,0
32,87754,838,62944,1
48,95403,534,522334,0
21,29060,471,970930,0
43,174265,594,709591,0
42,112689,603,612817,0
61,193303,707,209444,1
44,170985,484,17470,0
56,186032,392,326645,0
22,72663,408,693845,0
62,92304,522,480297,0
39,46612,429,202901,0
28,177400,657,765356,1
40,13920,341,493594,0
34,144005,506,461594,0
65,26369,649,558566,0
59,113649,618,71874,0
44,124486,597,832573,0
62,10155,715,982620,0
57,136202,493,983856,0
33,109463,698,43287,1
49,41040,653,112605,1
41,128147,314,565345,0
33,21205,358,869757,0
28,123088,607,467599,0
27,160407,410,234041,0
43,135910,491,361279,0
43,123675,314,575636,0
25,131799,335,496871,0
44,68484,788,335157,1
27,145221,625,986054,0
36,131681,735,65024,1
34,129257,360,79873,0
38,29176,621,472733,0
21,49827,704,630010,1
61,115520,403,764068,0
32,162623,507,366422,0
48,95720,576,524669,0
41,54901,631,654010,0
54,18722,425,71700,0
29,148057,438,881737,0
26,17372,417,19451,0
21,139394,393,481485,0
40,51838,331,572438,0
32,192928,624,429265,0
24,174906,488,693984,0
49,64263,766,207207,1
39,130490,530,563847,0
41,162625,405,661014,0
61,171702,307,461467,0
62,128643,837,496381,1
24,178810,400,288862,0
65,164365,675,633105,1
65,43373,791,537729,1
48,156690,516,725750,0
37,16541,301,17001,0
57,123340,481,885365,0
60,153018,499,553507,0
64,72236,410,21771,0
40,110531,641,861631,0
39,98778,812,230189,1
25,39089,778,656335,1
24,64591,618,908933,0
29,194728,607,958239,0
50,19641,747,94574,0
61,68154,738,531188,1
59,68646,825,918235,1
22,187923,540,706250,0
38,199904,715,68062,1
64,39931,754,692936,1
46,63501,530,70503,0
29,70306,472,328873,0
53,66911,589,245312,0
25,17480,847,75614,0
59,196343,504,823808,0
47,156989,585,138280,0
35,43513,602,351935,0
60,85828,677,422651,1
44,197272,469,936580,0
40,160707,666,736723,1
45,166129,453,564289,0
64,78084,665,126988,1
37,10163,731,52278,0
60,80669,543,144867,0
55,48008,792,787035,1
57,148583,699,525080,1
40,175956,402,855182,0
21,195707,516,261771,0
40,13503,486,407043,0
26,51010,620,577408,0
49,152960,708,809346,1
48,74804,506,982513,0
44,32114,787,694876,1
28,168426,710,516856,1
37,63906,582,289817,0
54,90096,828,726914,1
42,47662,691,876322,1
38,186008,342,154866,0
55,125238,681,402325,1
57,59263,471,540494,0
39,102266,826,308984,1
30,123709,678,521127,1
45,92174,308,228611,0
59,99223,660,291974,1
56,105107,703,583611,1
53,28512,753,203364,0
53,31417,352,275588,0
60,102170,641,82087,0
62,109329,526,52739,0
48,181437,392,630338,0
26,124968,544,630574,0
31,144651,492,672715,0
54,188308,655,61313,1
28,129346,741,492195,1
54,98610,647,650456,0
36,84326,842,307819,1
22,30900,473,698099,0
49,32761,542,571604,0
56,81569,838,788192,1
34,95875,455,371352,0
56,167977,586,854476,0
35,165747,782,379753,1
53,143687,385,512330,0
62,81871,558,766202,0
30,157089,389,941406,0
21,50511,540,424249,0
27,113542,745,816133,1
25,35923,654,251081,1
53,83107,848,750531,1
44,183357,348,701870,0
33,119018,402,105676,0
59,151424,774,279177,1
49,53235,327,403838,0
23,44663,521,191191,0
65,184171,750,549600,1
50,113189,326,953712,0
42,87465,547,589121,0
21,134979,616,672546,0
27,182594,815,229593,1
54,167625,448,262525,0
52,148950,427,662513,0
41,149087,669,908038,1
58,134986,559,871914,0
59,101998,652,748821,1
22,119643,566,64626,0
54,54125,801,693871,1
34,168277,300,181120,0
21,176060,416,484153,0
65,151519,750,987726,1
58,28792,845,83753,0
34,127099,715,793355,1
42,55897,380,418727,0
42,122253,389,433374,0
40,86145,484,437586,0
64,89603,372,672124,0
27,35520,507,302015,0
24,67746,730,706695,1
53,51815,566,927278,0
45,196967,665,44043,1
33,134214,484,245883,0
55,70560,313,301130,0
65,121108,709,257229,1
31,161650,475,78192,0
40,149146,740,972100,1
36,88831,688,392770,1
27,71363,757,996990,1
58,43594,627,762170,0
33,84383,566,602826,0
33,184572,488,148354,0
44,57568,705,19166,1
25,54036,336,117307,0
29,140508,714,269843,1
40,114707,790,755248,1
27,59313,324,81819,0
57,131863,394,275906,0
35,132697,563,911855,0
50,73818,478,69837,0
63,156947,459,247143,0
40,87113,581,75387,0
29,191198,523,73835,0
48,56160,323,709634,0
31,50524,470,472238,0
29,182501,840,417357,1
49,53850,376,517371,0
47,89469,495,328946,0
60,86800,819,498502,1
49,154483,360,450575,0
63,167750,599,142292,0
28,96103,793,455737,1
54,128186,675,266437,1
58,82973,426,557034,0
42,77826,682,80292,1
26,173930,360,864440,0
41,12781,839,911877,0
59,55307,445,851460,0
28,74729,392,942393,0
56,34504,799,535760,1
54,98188,758,855483,1
53,49038,701,430392,1
57,170958,302,504450,0
64,49237,551,618544,0
30,131443,795,649100,1
25,84218,723,718689,1
58,171647,498,218689,0
33,143416,322,231264,0
55,181643,611,363288,0
33,176039,449,842034,0
65,105087,772,98069,1
61,100942,682,834209,1
54,93101,819,9674,1
24,136146,805,696223,1
42,42645,568,758000,0
61,119632,709,397932,1
27,149582,662,474905,1
47,123523,664,529349,1
27,121270,428,155567,0
64,154722,635,874243,0
21,174686,317,626026,0
61,77994,413,183963,0
33,126787,813,280545,1
59,82850,749,662463,1
22,69907,653,332177,1
41,26621,535,155321,0
33,112060,850,627473,1
48,28425,511,585265,0
29,78937,607,538355,0
60,146533,673,292609,1
56,70412,708,741960,1
60,81402,692,46761,1
49,58334,632,807613,0
45,169858,600,100256,0
56,55164,605,829942,0
65,114512,683,728072,1
33,76270,843,795280,1
48,20685,437,307825,0
26,109174,336,827392,0
46,34529,493,503992,0
35,38798,525,70038,0
58,72615,513,5610,0
27,111357,748,320232,1
35,76492,502,937284,0
55,30457,794,583339,1
24,19706,463,50858,0
60,127472,458,302714,0
61,190045,653,815053,1
65,180205,667,175016,1
22,45583,586,676409,0
48,39075,691,313643,1
45,23882,362,51216,0
38,60428,842,680129,1
43,83121,502,687676,0
47,34639,787,575258,1
51,17462,383,803406,0
25,171508,710,531151,1
32,86004,430,699547,0
49,110814,772,124319,1
59,42237,653,967298,1
52,194013,827,197890,1
32,25820,663,235337,0
41,138818,317,175358,0
47,22537,670,796191,0
56,15837,312,553244,0
42,133663,717,277691,1
58,180693,341,441426,0
22,175240,353,358422,0
44,166143,742,156710,1
56,174973,761,286939,1
36,179377,383,534180,0
43,81558,421,790861,0
41,135125,455,325562,0
56,21383,345,191801,0
26,138821,407,873448,0
33,84679,600,798070,0
39,66515,633,398916,0
59,46281,525,954014,0
23,89938,768,708195,1
23,81020,510,643337,0
53,119253,791,767265,1
64,193421,638,773583,0
56,164157,495,21041,0
24,199552,601,448234,0
23,71842,617,31027,0
35,181801,539,437385,0
52,115804,614,368104,0
37,131666,845,102169,1
63,30235,375,733210,0
24,29768,430,586137,0
31,114909,618,8186,0
44,30445,794,566678,1
25,148047,505,670177,0
64,65679,330,421974,0
49,173996,593,607402,0
30,183341,326,370413,0
42,148529,420,441255,0
54,61064,626,270575,0
21,109563,823,717510,1
58,78130,534,320555,0
65,59123,447,13090,0
35,84635,358,420980,0
58,113188,469,252052,0
60,15831,556,107630,0
59,143963,722,44987,1
50,103465,811,433029,1
38,30824,765,11740,1
60,78908,369,859888,0
55,65826,447,997800,0
56,169741,846,961418,1
23,120674,498,17278,0
64,137387,474,32378,0
27,189930,729,575172,1
62,52079,597,101363,0
32,41775,743,634417,1
42,26114,562,358261,0
57,55275,819,526702,1
48,131121,499,40207,0
24,137875,743,842962,1
25,80924,317,427522,0
42,23626,386,363432,0
44,111773,790,975530,1
26,49474,627,430496,0
37,88381,380,975072,0
62,34320,760,367648,1
61,151875,562,961250,0
45,186304,656,934003,1
36,24918,414,708916,0
63,106333,683,646325,1
43,92912,620,957692,0
29,164042,480,436499,0
64,132428,486,71710,0
29,165997,575,826691,0
52,21140,793,763287,0
64,165965,372,998878,0
24,12249,665,400161,0
46,135936,487,480693,0
44,90500,647,624904,0
61,151590,833,214528,1
45,75264,814,64299,1
28,128122,444,121153,0
40,94139,740,107535,1
55,159263,775,930100,1
64,37397,727,660458,1
44,73881,598,36818,0
46,74902,666,579763,1
65,92433,483,365499,0
47,77452,667,275039,1
25,16614,432,395229,0
57,82875,777,133365,1
42,43706,318,455560,0
37,104570,526,632685,0
64,54249,520,368601,0
28,171635,404,162340,0
49,98615,747,830453,1
59,130299,330,461129,0
55,170584,687,227607,1
31,49558,721,627365,1
53,43612,375,717701,0
37,64383,722,197650,1
50,14065,587,91410,0
50,169227,723,901369,1
47,72446,593,449896,0
31,71332,493,146949,0
64,198951,635,912187,0
39,128652,712,757491,1
51,64643,534,969387,0
42,162442,516,880915,0
54,77594,486,763097,0
63,99699,782,685729,1
40,142177,383,26440,0
57,193792,833,576489,1
36,11968,648,719854,0
57,101705,439,942644,0
60,11419,441,82267,0
55,198008,848,573849,1
47,195380,763,976230,1
62,192188,819,443510,1
31,51359,393,980403,0
26,187834,846,742110,1
27,120098,469,536180,0
45,158692,423,80841,0
38,13092,457,808409,0
57,20138,786,598892,0
28,50113,718,351240,1
48,56249,520,375904,0
25,57086,697,952478,1
57,62876,582,305227,0
59,160679,335,845672,0
53,45347,451,342176,0
27,41805,357,852325,0
58,164419,394,33941,0
33,158663,748,752946,1
40,144268,433,293202,0
55,19669,679,362181,0
45,140448,602,447056,0
59,153465,445,359629,0
65,127371,644,471228,0
34,88562,432,498257,0
52,170692,798,72177,1
63,130544,752,526963,1
36,22744,458,361311,0
43,98349,850,997053,1
23,87174,717,286306,1
56,120073,537,427603,0
40,15407,550,699344,0
59,198505,536,773274,0
27,196751,789,141400,1
45,50404,602,90764,0
32,19050,486,29096,0
60,60685,540,365768,0
24,83425,353,940628,0
34,105304,646,17556,0
51,65666,696,870915,1
35,59988,558,206645,0
21,89338,763,437973,1
60,77407,470,654563,0
29,106581,343,627299,0
46,49899,624,867918,0
52,177303,545,253444,0
64,45213,633,299114,0
23,155942,303,533326,0
44,77437,801,231383,1
43,180542,479,664914,0
56,15616,722,329125,0
43,65232,655,407978,1
60,87468,581,264708,0
57,184703,774,296271,1
56,39608,726,798788,1
26,111495,527,806076,0
40,174810,809,416514,1
61,159047,352,328023,0
57,73491,775,873326,1
22,34991,310,469093,0
48,73863,488,836382,0
47,150440,827,818920,1
28,89598,574,203176,0
41,53455,649,230823,0
61,117337,338,816378,0
61,80739,678,28647,1
61,66018,837,928247,1
55,123983,388,557123,0
46,198648,529,809948,0
50,147620,707,360462,1
35,145752,542,150194,0
60,128652,514,491016,0
52,178492,329,572514,0
57,128861,474,612646,0
60,174868,394,145143,0
60,156864,464,57243,0
40,160300,670,658566,1
47,116459,707,397887,1
31,70843,690,739660,1
62,134518,779,31108,1
22,62376,842,241353,1
30,26162,571,996478,0
29,86543,367,872128,0
49,82340,683,196715,1
22,39809,823,269203,1
48,17857,590,107418,0
57,62748,612,541656,0
33,139010,431,585939,0
29,170648,648,942174,0
23,65380,719,961254,1
53,71044,536,608310,0
24,17832,504,690603,0
32,56649,583,702157,0
45,32504,419,503434,0
50,121999,380,854465,0
60,66637,342,128758,0
49,131018,315,393069,0
39,155130,491,305579,0
35,124704,453,425165,0
58,143342,504,141245,0
60,97064,718,596465,1
61,95246,444,695385,0
58,171647,636,866682,0
52,128212,473,865085,0
61,109998,426,721816,0
65,139731,753,742298,1
28,81594,539,136661,0
41,84518,820,359354,1
57,183652,821,91481,1
22,128920,482,702739,0
35,135217,559,136514,0
42,71114,477,784769,0
23,169669,591,313318,0
49,121814,634,33661,0
62,124775,822,253079,1
35,11808,349,116679,0
24,194135,741,871536,1
35,20862,805,569108,0
51,177575,539,927811,0
33,110771,703,821697,1
65,36401,487,281245,0
38,59231,768,561113,1
59,86996,639,859754,0
21,194909,832,53828,1
59,183171,476,233925,0
45,184231,572,780586,0
22,149196,620,667004,0
28,112408,529,370326,0
46,79945,825,751980,1
47,51695,476,137085,0
29,46245,570,704194,0
32,113111,646,498906,0
51,142907,711,739587,1
56,89070,787,835108,1
37,67527,603,457093,0
45,89166,723,575166,1
27,109152,450,961640,0
27,96783,432,141685,0
35,153974,820,699216,1
44,22050,816,479110,0
36,44814,637,355253,0
34,77158,585,485507,0
43,44767,531,599609,0
38,20157,472,181818,0
36,127707,694,137588,1
23,93936,724,363582,1
30,37014,699,531284,1
51,108779,528,393220,0
50,40937,313,389736,0
60,11398,821,347822,0
26,164145,846,92125,1
24,17467,679,56817,0
52,163784,639,904957,0
51,101590,770,546379,1
43,168878,536,127804,0
32,197137,429,703386,0
65,105946,315,961889,0
25,29897,566,961543,0
30,38031,608,138787,0
25,19391,465,306321,0
59,73709,669,44150,1
28,195748,430,965445,0
58,118622,586,986695,0
47,16160,559,140078,0
34,44359,715,324538,1
65,110239,559,540982,0
48,170226,400,139786,0
62,60232,467,712048,0
37,174130,554,551971,0
57,163314,489,988011,0
47,101899,709,405768,1
32,188035,344,914649,0
57,129789,336,878748,0
45,132123,559,582286,0
47,176440,354,939786,0
55,94538,361,259322,0
60,187796,829,235183,1
41,91165,690,723813,1
62,78408,542,721436,0
27,64737,528,532405,0
37,115868,734,243269,1
46,182392,562,498070,0
31,179370,421,364167,0
36,179219,782,793016,1
22,163554,800,489189,1
25,192989,302,279099,0
55,98373,372,800627,0
39,144637,489,934994,0
46,25308,830,930374,0
21,140041,684,529888,1
61,38840,634,573021,0
29,94292,609,335918,0
54,180189,644,977431,0
38,97576,716,834888,1
42,136199,849,955329,1
37,99054,848,210034,1
25,183701,659,898639,1
28,69059,419,87542,0
30,134897,837,486135,1
23,193419,479,258305,0
35,41281,613,508339,0
48,120632,817,254540,1
62,150048,682,99846,1
65,38567,795,528911,1
50,159381,434,642331,0
35,172333,551,787782,0
54,112453,377,490652,0
28,104771,324,339861,0
30,85622,572,501356,0
50,153898,683,993011,1
33,141929,683,525647,1
25,13004,577,56802,0
64,125231,582,188161,0
44,147671,418,430051,0
41,111561,817,505971,1
59,106833,637,897928,0
62,95069,574,175377,0
41,32285,573,44105,0
32,29422,397,835724,0
22,199841,803,505020,1
55,148770,406,963039,0
26,70555,845,613710,1
59,61933,795,522547,1
56,55504,433,528820,0
28,22230,419,576760,0
65,154706,301,136886,0
45,178076,413,273896,0
47,46407,744,939419,1
32,16497,764,773999,0
46,125054,596,151820,0
54,69648,763,186697,1
38,61292,514,397897,0
60,190418,367,628448,0
25,14650,544,634407,0
64,152791,305,406323,0
49,180004,462,798570,0
44,112015,773,184421,1
26,22846,806,134123,0
62,157759,756,165502,1
45,71187,513,179649,0
29,65465,808,781876,1
24,134740,676,857644,1
54,133959,477,273484,0
30,139701,769,7174,1
38,32208,756,544326,1
43,82257,425,281523,0
24,183950,682,448550,1
45,83077,496,60771,0
39,112757,303,975377,0
50,26958,637,956602,0
53,78192,450,612892,0
36,100799,384,112835,0
52,56318,694,116987,1
53,96723,429,505720,0
24,126789,774,820767,1
27,25661,658,927070,0
64,81904,796,304356,1
65,51482,527,983921,0
32,56634,593,903630,0
23,145016,752,616410,1
27,129590,833,999604,1
58,105784,596,387713,0
63,34126,592,635863,0
59,152181,684,633340,1
54,38464,706,819307,1
43,192209,820,936680,1
51,129832,684,477489,1
25,37546,460,524709,0
38,163880,503,411039,0
65,169850,667,609022,1
22,73000,306,673899,0
56,137341,317,905826,0
35,157484,496,665809,0
42,66607,442,73981,0
44,88265,513,639277,0
54,131625,386,872934,0
25,14839,456,357532,0
41,110122,616,72231,0
31,145523,388,197134,0
22,174734,375,516989,0
25,127912,513,28836,0
55,170561,845,34042,1
42,191277,552,527424,0
59,120034,335,685241,0
47,28993,704,927148,0
42,84848,484,675674,0
36,158045,753,285018,1
38,39520,614,438449,0
45,17930,740,697978,0
52,77831,757,17199,1
39,105694,756,700566,1
52,38901,434,155265,0
48,85105,436,862516,0
34,146618,757,405654,1
30,46648,517,496089,0
43,147360,313,929833,0
61,106255,440,927734,0
31,108240,542,900033,0
59,174728,724,41345,1
47,21081,801,684728,0
65,156826,376,436061,0
64,89527,450,501335,0
56,69922,361,278166,0
24,170412,430,279917,0
44,95781,616,176699,0
55,196322,758,363599,1
52,130173,748,363154,1
34,18433,512,386281,0
25,140812,659,692647,1
63,171113,553,187662,0
29,111561,332,498271,0
55,47110,410,123350,0
31,144042,635,125962,0
42,126674,817,49971,1
60,174292,445,401943,0
21,12368,514,830483,0
42,90254,661,712822,1
63,144813,645,586762,0
22,103447,324,867096,0
51,186883,841,86048,1
21,122146,601,98343,0
51,62639,846,377389,1
34,21403,784,126151,0
22,29779,793,367054,0
32,42585,437,389064,0
44,96456,582,194924,0
32,125112,509,403503,0
48,194301,448,66850,0
30,64969,822,993910,1
38,49831,467,594861,0
49,190976,413,20574,0
57,78526,563,92311,0
35,22675,403,290199,0
52,40846,800,909300,1
21,129372,801,375450,1
37,129141,545,835721,0
43,92458,817,605408,1
22,106170,439,97838,0
37,123685,608,423395,0
27,31401,786,980190,1
26,159931,634,643573,0
32,163809,719,426726,1
29,156054,331,112840,0
59,46242,817,328934,1
54,105502,581,247548,0
23,81182,500,245763,0
46,122943,824,365261,1
63,72039,442,895733,0
48,163710,480,502638,0
41,151183,458,109320,0
63,72625,529,268407,0
52,106146,740,567190,1
52,97479,794,40928,1
57,101152,594,172882,0
24,12134,828,559127,0
29,33785,843,775060,1
27,98542,841,313429,1
42,69517,432,688971,0
45,62836,510,551506,0
52,167574,527,97509,0
46,101068,652,719000,1
39,44743,696,557389,1
35,152681,535,742875,0
48,85127,357,658773,0
43,187498,534,669112,0
38,194095,414,591915,0
54,23752,761,12224,0
29,12637,713,791807,0
55,27649,328,571331,0
29,59925,790,579167,1
43,100367,579,252523,0
55,51949,488,195479,0
28,149027,816,74192,1
53,130943,577,134685,0
42,159777,556,592616,0
56,99557,482,605029,0
45,102223,486,669513,0
26,129377,633,408214,0
47,110268,667,743999,1
