StudyHours,SleepHours,Attendance(%),Age,ExamScore
5.6,8.69,56,17,65.03
4.41,6.63,95,21,72.05
1.21,7.35,64,22,39.29
4.46,7.31,59,19,59.15
2.93,6.12,61,16,58.3
2.94,6.88,81,24,56.87
3.66,6.17,88,24,58.34
4.84,4.54,55,15,51.5
1.07,6.21,76,18,55.56
5.61,8.09,83,22,75.66
5.49,6.42,63,20,64.79
1.74,7.77,66,20,51.12
6.52,6.99,65,22,65.86
2.65,8.48,86,18,72.3
4.13,8.74,91,16,73.02
2.08,7.28,81,19,49.64
4.64,8.04,98,18,78.42
2.11,6.47,85,21,60.78
3.32,4.69,76,15,53.21
0.0,4.18,53,17,36.02
2.06,6.99,100,21,60.58
1.87,5.02,53,15,46.11
0.0,9.39,55,21,45.14
4.54,5.67,64,19,63.13
2.23,7.3,93,16,55.87
0.0,6.65,79,15,48.82
4.2,4.83,98,20,66.27
5.18,5.95,74,20,62.69
2.73,7.03,65,16,59.8
0.0,7.08,96,15,66.2
0.0,6.43,83,21,44.28
0.55,7.52,67,15,50.41
1.34,5.31,60,19,39.54
6.42,6.45,93,15,76.34
2.59,9.52,68,16,51.21
0.45,5.43,98,24,50.98
1.77,8.85,92,18,64.4
5.14,5.75,86,19,68.75
4.11,5.42,99,23,65.65
3.09,7.16,80,17,63.87
2.66,8.21,94,24,75.2
3.01,5.89,97,24,57.46
3.31,4.0,55,16,54.59
2.61,8.93,59,18,50.45
3.2,5.88,99,20,69.68
2.4,5.14,56,17,36.8
1.29,7.38,68,24,49.6
2.47,6.14,90,22,58.38
3.66,7.34,67,24,57.52
1.54,5.65,83,23,58.29
3.84,5.98,94,18,65.48
4.66,5.4,69,15,72.01
3.68,5.54,85,21,69.2
1.88,6.71,75,22,62.17
3.19,9.69,89,21,66.44
3.31,7.24,76,16,58.06
3.4,6.45,70,23,53.12
5.98,6.76,69,20,68.72
0.68,4.72,76,15,41.18
3.41,9.46,72,17,60.47
2.2,8.79,99,24,68.67
0.51,8.49,73,22,40.13
0.48,7.79,91,18,62.81
4.75,8.92,60,23,68.17
0.19,7.67,55,16,35.54
3.6,7.74,54,19,54.16
3.26,6.22,98,17,70.88
1.28,7.68,51,19,42.26
4.67,9.44,68,17,69.54
0.64,9.48,76,23,47.5
1.9,5.62,64,15,45.98
0.82,4.97,98,18,51.07
4.53,7.23,73,17,65.51
5.37,6.19,78,15,70.36
3.5,7.03,90,15,63.17
8.08,6.54,99,21,87.27
3.89,6.16,73,17,62.46
4.26,9.21,99,22,78.71
5.01,6.48,62,18,71.99
1.66,7.1,73,19,48.98
3.82,4.71,61,21,47.17
1.07,10.0,83,21,65.24
0.36,4.61,56,16,28.06
5.18,6.76,62,15,70.14
1.3,8.35,74,19,55.07
3.37,5.74,61,18,52.0
6.26,6.83,70,23,72.5
0.0,9.3,73,22,52.37
4.3,6.83,69,18,67.74
2.96,8.09,60,19,61.77
2.86,5.06,83,22,58.03
3.12,7.76,67,23,60.36
3.04,10.0,92,16,70.32
4.05,9.02,96,16,77.55
0.9,9.01,74,18,46.92
4.0,8.71,61,15,55.25
0.74,7.05,89,18,56.18
7.21,5.03,82,23,83.6
2.79,5.4,100,16,62.52
3.36,6.86,73,22,55.47
6.54,7.87,86,22,83.69
1.45,6.21,87,20,62.7
2.98,8.56,82,23,72.11
0.18,7.11,61,20,34.19
1.06,7.27,57,19,47.48
0.15,7.84,50,15,34.24
4.6,5.29,64,15,61.44
4.14,5.65,50,19,42.79
2.13,6.38,94,24,58.63
1.99,6.85,63,17,47.37
4.94,6.72,94,18,68.93
2.99,7.17,88,16,61.63
1.27,7.54,86,15,48.3
5.15,6.73,64,16,61.89
2.72,10.0,98,23,78.42
4.35,5.56,78,24,58.37
3.14,7.22,56,24,51.3
7.16,9.71,52,23,77.46
2.59,5.78,69,20,42.72
0.0,5.18,93,19,47.73
2.54,8.7,51,17,45.01
3.53,8.77,100,22,80.79
3.92,5.4,92,18,66.01
4.62,7.47,87,22,66.54
1.84,8.8,84,21,65.92
6.13,6.53,94,17,75.71
4.93,8.08,65,18,61.44
3.26,8.59,56,20,68.35
1.61,8.5,55,17,39.71
6.86,6.94,67,19,71.81
4.46,4.0,79,21,60.21
2.02,4.0,100,17,62.26
5.8,7.54,88,17,80.91
3.44,7.79,59,18,65.66
6.02,9.05,52,21,61.39
1.31,6.86,71,21,49.46
2.6,5.87,92,24,70.98
5.76,8.9,62,20,65.11
1.66,8.13,59,16,52.55
2.49,6.77,60,17,58.55
0.0,4.46,64,16,39.6
3.82,7.59,83,16,60.14
5.31,9.24,59,23,57.36
1.16,9.67,59,24,49.74
3.9,6.93,52,22,52.85
1.92,8.37,92,15,56.47
0.0,6.76,64,17,34.17
2.35,8.32,83,18,57.96
1.85,8.24,57,20,50.34
3.25,4.33,100,21,65.23
2.39,6.92,79,18,51.95
5.67,4.9,51,18,57.48
1.88,7.84,64,24,42.6
2.74,7.03,92,23,65.53
3.48,7.52,81,19,67.64
2.9,8.06,86,23,58.41
1.93,7.66,61,20,50.77
3.1,7.76,97,22,70.78
4.05,9.01,67,16,72.74
4.8,6.84,62,19,54.14
0.0,7.83,75,17,42.11
4.01,5.28,78,24,62.14
1.65,6.5,93,22,60.03
5.32,9.54,97,20,90.22
4.86,5.5,95,15,63.77
4.85,8.17,88,18,77.82
1.83,8.86,52,21,47.98
0.21,7.3,72,19,47.4
5.54,7.52,54,15,74.37
5.34,5.08,87,16,71.32
0.0,8.52,70,22,39.64
5.75,6.11,51,21,60.54
3.71,7.77,65,24,63.18
3.26,7.68,85,21,69.48
1.36,4.64,53,15,32.46
5.03,6.93,52,21,60.45
2.08,5.87,70,23,48.25
2.07,7.13,90,17,56.74
0.0,8.8,86,21,51.13
1.51,7.8,77,24,50.07
1.02,7.29,94,19,52.71
0.0,7.95,96,19,53.83
6.12,5.71,93,21,71.7
2.75,8.17,65,16,58.76
0.15,6.86,83,15,46.83
1.07,4.0,53,20,35.33
1.84,9.21,63,22,53.48
1.81,6.78,60,21,46.86
4.6,6.02,62,15,53.51
2.46,10.0,70,23,55.55
3.2,7.53,50,19,52.38
2.47,5.16,86,22,50.73
5.33,5.86,85,23,76.3
5.76,7.17,74,22,69.91
2.73,9.1,51,16,53.78
1.11,6.74,100,18,60.4
2.78,7.62,65,16,56.51
0.0,8.49,100,18,57.21
3.63,6.25,73,24,58.45
0.28,6.9,72,17,40.18
2.56,7.43,79,21,63.24
3.94,6.0,77,16,62.02
1.86,5.95,93,16,63.83
2.12,8.26,66,21,51.68
3.52,8.74,55,16,56.71
1.88,6.88,83,20,58.68
4.85,6.84,56,23,60.19
4.55,6.73,50,20,46.76
4.13,6.55,94,16,76.32
1.74,5.96,99,21,51.27
4.15,4.0,95,23,65.78
1.51,4.41,63,23,40.56
2.83,8.45,79,15,60.25
0.0,9.37,99,20,50.69
5.31,5.57,95,21,81.59
6.45,7.03,98,24,80.92
3.45,7.01,60,23,59.25
0.0,6.59,84,17,41.12
2.56,6.64,50,18,46.82
3.14,7.89,74,20,60.06
3.03,9.41,83,18,61.9
8.08,7.61,97,15,96.69
2.51,7.9,82,17,70.71
1.85,7.02,66,19,39.58
3.33,8.42,73,23,69.11
2.71,8.25,79,20,63.71
1.5,6.33,67,20,43.22
0.0,7.76,50,24,41.28
4.46,6.14,65,18,62.12
1.27,6.8,88,21,56.64
0.99,5.19,76,24,44.24
1.38,10.0,55,20,46.89
0.08,10.0,84,15,64.72
4.31,8.09,62,24,55.75
4.04,7.81,52,16,52.22
3.38,7.01,71,22,59.68
4.42,5.54,74,22,56.76
3.86,6.02,56,19,55.65
4.18,7.74,60,22,55.24
6.65,8.46,98,24,88.34
4.96,6.32,96,24,76.15
3.35,8.4,63,15,57.81
1.13,5.81,94,17,58.86
0.0,7.4,82,17,43.42
0.0,8.06,53,24,31.43
4.89,10.0,73,24,66.17
1.88,8.23,68,21,54.5
3.16,6.0,77,21,58.9
1.09,6.91,100,19,56.01
7.41,5.39,50,20,66.12
0.0,8.47,60,20,36.64
3.28,6.9,53,20,50.39
2.28,6.39,62,18,52.6
3.04,6.11,91,20,65.58
2.36,5.69,83,18,45.75
1.22,5.99,66,16,52.15
0.76,9.41,88,19,67.92
7.1,6.96,87,17,81.02
2.4,9.79,52,22,46.7
3.68,6.18,80,15,58.33
0.0,8.88,56,22,43.4
0.0,5.72,76,22,45.32
1.65,8.94,60,21,50.72
4.75,8.5,69,18,74.26
3.06,6.96,81,19,56.99
1.92,4.83,84,18,53.82
3.86,8.05,71,23,57.41
1.9,7.24,59,22,50.65
5.75,5.75,53,23,60.32
5.84,8.86,82,21,80.68
1.85,7.5,100,15,62.58
1.45,7.27,93,17,55.58
2.85,7.02,65,20,64.36
3.85,5.76,94,15,67.82
2.45,7.22,65,20,47.87
5.09,6.84,56,23,56.95
3.53,8.71,84,17,71.13
5.18,5.78,86,18,79.64
0.76,8.02,74,16,52.36
1.81,5.68,97,18,62.85
4.07,6.83,51,19,55.09
3.11,7.38,96,18,63.35
2.62,6.91,80,15,63.16
1.96,8.35,52,19,50.45
3.17,6.69,68,15,63.17
5.86,7.91,90,16,81.62
0.0,6.87,92,22,59.1
2.7,6.0,96,21,70.8
2.78,8.88,78,22,62.22
0.83,9.11,80,24,54.85
2.69,7.29,91,24,69.04
0.0,5.69,51,15,36.87
1.83,6.73,89,19,45.59
2.46,6.86,63,24,49.12
2.99,7.96,62,19,59.02
6.75,9.35,94,19,83.81
1.37,9.66,83,20,57.72
0.35,6.41,91,21,55.98
4.98,7.9,89,23,78.46
0.0,8.46,62,23,39.08
1.76,7.29,86,20,62.22
2.35,7.5,78,18,47.32
1.12,8.99,56,15,48.06
2.81,6.09,54,23,39.28
1.7,7.67,74,19,53.88
0.0,8.3,51,24,40.02
4.24,5.18,67,16,59.49
4.31,4.59,59,15,54.03
1.03,7.61,73,19,43.84
1.92,9.61,99,15,67.06
6.71,7.6,98,21,96.03
3.9,6.62,78,15,60.61
3.0,6.73,68,24,55.19
6.23,6.92,93,23,90.65
0.0,9.26,65,15,42.59
0.0,7.68,53,22,36.67
3.33,9.31,61,15,63.96
4.68,9.18,74,21,71.15
0.0,8.6,54,18,41.41
0.4,4.47,53,23,33.1
4.59,8.28,57,21,61.71
0.7,6.89,82,20,54.35
2.49,5.8,76,18,58.59
3.42,6.45,93,24,61.62
4.91,6.62,94,21,82.4
2.39,8.41,71,19,59.35
3.98,5.44,78,22,55.74
0.52,5.06,54,24,32.99
4.18,5.97,57,18,57.1
1.18,8.08,59,19,52.56
0.24,5.3,89,18,42.08
7.13,4.05,57,22,67.49
6.66,6.32,92,17,86.95
3.3,6.2,95,16,60.97
6.09,7.54,59,19,64.43
2.35,8.02,68,16,50.63
2.73,7.41,91,15,68.4
2.65,8.56,88,24,59.78
1.17,7.66,80,16,53.79
0.0,7.2,50,16,45.37
2.38,5.02,74,22,50.12
5.6,6.04,92,22,81.62
3.55,4.87,71,24,59.84
4.63,5.26,90,15,65.62
3.79,7.54,78,15,70.94
1.31,5.82,76,18,53.46
3.5,8.71,99,16,69.5
2.34,10.0,54,24,46.07
0.87,5.09,72,20,46.19
4.84,9.22,88,17,77.54
0.39,7.4,88,18,51.47
1.68,7.17,86,17,54.78
7.43,5.04,58,24,67.6
4.4,4.13,50,23,52.59
3.49,6.68,61,19,55.19
0.0,8.76,91,20,66.76
2.76,6.69,88,20,64.21
0.67,5.31,54,20,39.92
2.84,6.95,68,23,53.1
2.62,8.6,97,19,71.3
1.29,7.52,87,17,60.52
5.34,6.87,76,20,62.57
4.91,7.92,98,20,80.3
0.75,6.88,79,23,53.81
6.15,9.28,99,22,95.07
0.7,7.3,85,15,48.34
6.33,5.93,50,20,65.4
2.58,8.45,51,23,53.07
2.2,4.0,82,24,51.82
5.98,7.54,79,18,75.42
2.67,6.25,96,15,71.32
5.2,5.82,58,20,68.28
0.4,5.87,77,21,46.08
3.06,5.78,68,20,54.81
3.95,6.18,70,23,67.92
5.39,5.74,80,22,70.05
4.42,6.63,74,24,69.39
3.09,7.04,75,22,61.44
3.95,5.27,81,19,62.06
1.54,5.48,76,16,47.05
4.21,6.55,51,24,43.46
3.96,7.76,92,20,71.62
1.44,4.99,81,24,44.9
3.25,5.31,61,15,50.52
4.54,7.43,52,23,53.94
7.89,6.57,96,18,88.09
5.37,5.73,74,20,68.05
3.45,5.76,98,19,77.15
3.57,5.8,89,22,73.31
2.71,5.43,80,18,58.66
3.22,8.66,83,18,70.28
4.55,5.93,96,19,79.68
4.5,6.13,80,17,65.16
2.83,8.3,87,22,71.65
0.8,5.76,53,16,41.16
2.57,9.3,68,16,55.34
1.33,6.71,63,22,39.37
0.57,8.91,57,23,39.21
4.22,6.85,52,24,50.0
3.69,8.56,99,22,81.28
1.16,9.26,69,17,57.13
2.35,7.57,94,24,58.32
3.61,6.28,73,23,63.63
3.52,5.92,92,19,67.03
3.88,7.69,84,15,66.34
1.48,7.14,91,15,66.37
3.72,5.88,63,18,59.16
2.9,8.68,91,18,73.49
4.54,6.75,77,15,66.15
5.15,4.72,88,16,76.62
9.06,6.86,77,19,96.61
5.62,6.63,89,21,85.1
3.25,7.8,57,18,58.02
2.92,4.0,57,19,47.53
1.13,4.47,55,20,35.12
1.18,9.28,100,21,61.67
3.54,6.95,52,15,56.24
3.61,6.71,82,21,71.83
8.35,7.77,55,15,82.84
1.54,5.44,80,17,58.36
1.34,6.57,79,23,48.29
3.5,6.97,76,23,54.21
1.99,5.27,50,15,44.14
3.78,6.16,93,22,61.56
2.05,4.3,53,24,47.94
2.43,8.85,80,17,59.38
3.86,5.54,96,23,70.85
1.87,5.87,59,17,37.08
2.28,8.75,50,16,43.62
4.06,7.22,53,24,66.16
3.09,6.81,50,21,49.75
1.72,6.42,53,20,39.31
2.04,7.21,74,22,53.13
5.08,5.04,83,24,66.23
3.62,9.66,74,22,77.71
2.28,5.19,66,19,50.01
4.73,6.66,93,24,72.54
3.87,4.8,56,18,59.07
5.71,9.52,74,17,72.73
4.77,5.11,51,23,49.43
5.33,5.66,53,20,48.48
2.32,8.16,65,15,53.04
1.22,6.48,86,19,53.24
4.54,4.29,81,17,62.98
4.56,7.12,54,19,60.86
2.79,7.98,73,24,65.45
0.91,6.81,53,24,42.64
3.61,5.73,55,19,59.12
3.78,6.51,72,22,57.12
0.28,8.05,99,18,59.65
3.75,9.76,87,15,78.45
5.3,6.49,78,18,76.03
0.37,6.82,92,16,48.45
4.06,8.42,80,15,65.0
5.62,7.92,80,15,75.77
5.75,8.42,66,15,72.02
0.0,6.1,60,15,35.7
5.18,6.16,75,16,71.32
2.37,5.74,50,23,44.38
2.14,5.4,81,22,61.67
8.02,6.62,81,24,78.52
3.44,7.05,65,17,56.19
2.23,4.36,76,19,43.32
4.6,7.06,96,21,84.8
6.37,5.64,82,18,70.93
3.35,7.42,92,18,66.33
1.93,7.78,77,17,64.48
3.18,6.45,63,16,54.2
5.18,7.81,96,20,75.13
2.38,5.62,74,18,58.74
5.18,7.09,95,21,80.13
2.72,5.34,54,15,48.34
0.0,8.06,68,20,50.78
6.04,6.31,58,21,68.74
3.67,6.24,83,15,67.29
5.11,5.67,63,16,59.9
3.6,9.75,65,22,64.64
3.07,5.37,50,24,42.3
4.47,6.56,65,19,62.73
2.69,6.61,53,16,48.37
6.63,5.52,94,22,75.7
2.94,4.86,93,24,61.71
6.64,6.1,68,22,82.48
4.21,7.82,81,21,71.38
0.0,8.31,71,22,41.75
1.02,7.43,97,18,61.96
4.7,4.46,96,21,72.71
1.16,6.63,59,17,42.52
0.29,9.95,96,21,59.03
5.57,6.76,71,22,73.9
0.0,5.4,83,20,40.32
4.56,5.9,59,17,60.61
2.27,6.19,96,21,58.26
4.4,8.06,51,19,55.51
3.53,6.1,72,22,54.94
0.0,8.85,52,18,35.69
2.37,6.38,61,24,46.04
2.51,7.31,73,16,58.73
3.82,5.46,57,23,56.4
3.64,8.42,55,23,60.74
2.51,7.34,75,23,53.05
0.73,10.0,69,23,55.61
3.96,6.91,92,17,72.35
4.74,5.82,73,24,69.47
3.66,7.2,78,21,63.29
2.56,6.06,54,16,55.36
2.26,8.97,68,18,58.89
1.16,4.0,65,24,47.24
3.5,7.38,88,18,61.99
3.38,7.5,66,24,42.4
4.67,5.71,76,15,70.45
1.75,8.6,100,15,71.25
3.24,8.02,97,16,76.45
0.37,7.41,63,19,42.77
2.32,4.14,84,16,60.37
1.88,5.42,85,18,50.35
5.12,9.93,76,20,83.05
6.41,7.01,57,16,66.38
0.65,9.12,93,17,61.82
4.82,4.84,83,18,66.97
4.36,5.53,94,17,69.09
1.9,6.28,95,18,57.92
1.5,7.5,60,21,41.63
1.47,8.51,99,18,51.06
2.25,6.23,88,23,61.97
2.28,9.72,97,24,59.49
2.69,7.87,71,22,62.98
1.98,6.43,59,20,44.1
4.61,6.98,60,17,67.5
4.02,6.89,53,23,60.57
2.65,7.01,87,17,58.97
1.92,6.04,72,20,50.51
1.87,6.42,91,22,52.73
3.88,6.49,60,15,50.52
3.11,6.39,55,23,49.82
3.4,7.3,57,18,49.19
4.72,7.52,83,17,59.39
2.89,7.46,69,18,54.77
5.74,7.55,51,24,56.35
0.0,6.73,91,18,48.49
0.37,6.7,86,24,58.09
6.62,4.83,99,17,82.91
2.2,5.97,95,19,54.6
3.59,7.27,50,18,43.03
5.51,6.33,96,21,85.11
3.69,5.77,74,19,62.3
4.83,10.0,58,17,66.28
4.23,8.07,69,19,61.27
4.97,7.95,67,19,75.12
3.99,5.41,76,17,52.82
4.46,6.56,95,21,70.63
1.84,5.48,75,15,51.84
4.05,6.46,95,22,68.36
2.92,7.18,90,23,64.52
2.83,7.53,99,20,78.56
0.0,7.57,87,19,55.47
2.16,6.83,65,23,57.88
2.73,6.45,76,23,59.27
6.11,6.18,68,24,65.19
2.44,7.02,86,24,59.62
3.57,7.28,94,22,71.01
5.75,7.9,75,24,79.38
0.52,6.46,77,23,54.45
2.23,6.81,55,19,47.1
4.76,5.11,71,21,60.46
7.94,6.21,66,19,84.32
0.0,8.75,78,21,50.64
2.77,4.0,50,19,38.35
4.26,6.89,64,20,64.05
4.68,6.86,91,17,64.17
7.49,6.14,75,22,75.85
1.71,4.29,54,19,39.49
2.53,6.74,95,19,68.06
0.0,8.13,80,17,50.45
3.26,7.89,72,21,66.05
4.02,6.8,50,21,51.77
7.18,8.96,73,23,84.05
6.41,7.53,88,19,87.59
6.03,4.14,57,23,51.68
1.61,7.62,87,19,56.47
3.85,8.88,84,17,73.13
3.78,7.03,86,23,73.03
3.93,6.21,73,18,59.89
2.91,7.66,97,22,68.34
5.26,6.04,61,19,65.81
2.29,5.23,97,18,66.52
3.66,5.84,80,18,61.34
5.91,6.69,80,19,76.71
7.31,7.58,98,15,98.04
1.34,8.66,52,21,47.95
4.1,7.67,50,15,53.42
3.91,4.0,70,21,65.08
5.44,6.64,67,21,73.38
6.27,4.0,77,15,63.76
2.33,6.83,92,23,67.6
2.85,6.95,96,24,65.68
3.15,6.98,81,15,64.49
3.96,9.96,78,20,73.61
4.65,7.3,79,17,67.33
2.25,5.5,90,17,56.69
6.71,6.87,52,15,73.47
0.0,6.4,96,19,54.38
0.61,5.5,76,17,46.46
4.22,8.66,78,20,69.07
2.67,8.61,93,19,75.22
1.87,6.96,62,17,41.76
4.92,9.73,62,20,68.42
4.63,6.43,62,19,64.45
5.5,7.78,99,21,78.77
0.93,7.48,57,20,54.41
4.63,8.44,91,19,72.12
4.6,9.1,96,15,86.35
0.99,6.39,65,17,42.91
3.08,7.39,90,23,58.24
4.94,9.91,86,18,87.44
5.68,5.38,66,18,55.61
2.71,8.84,82,20,64.32
0.8,6.67,61,20,39.38
6.06,6.79,68,19,75.24
3.08,5.2,82,23,56.83
0.0,5.5,90,23,50.8
2.52,6.72,92,20,65.53
5.27,5.53,80,19,68.03
0.56,7.74,100,15,47.36
3.23,7.7,87,19,78.0
2.35,7.38,90,17,57.0
2.93,6.25,94,17,75.6
2.13,5.38,66,17,42.89
4.01,7.58,83,16,75.17
2.55,6.67,59,19,54.78
4.31,6.94,61,19,56.94
2.26,7.95,89,16,60.96
5.24,7.26,84,17,76.36
3.03,6.47,88,21,55.1
0.59,10.0,89,17,57.58
1.29,5.93,52,23,27.98
0.68,5.03,94,21,54.6
0.8,6.92,98,20,58.57
0.37,6.59,67,19,46.98
0.83,7.46,87,15,54.23
2.99,5.39,93,17,64.12
4.48,4.46,88,18,67.96
0.29,8.73,57,20,46.81
1.39,7.96,75,20,58.86
4.61,7.86,79,15,68.19
2.68,5.5,88,22,60.88
0.0,6.63,85,21,44.61
3.08,6.96,53,16,57.53
3.72,9.5,57,21,52.47
3.63,6.06,65,18,56.7
7.49,8.1,86,15,84.33
1.49,5.43,74,18,55.95
5.2,7.22,90,22,79.47
2.95,9.15,93,24,75.21
3.94,8.58,80,21,58.59
1.7,7.06,56,17,39.29
1.65,4.95,71,20,41.58
0.5,6.31,84,20,45.82
0.06,5.7,59,20,36.83
4.34,6.45,82,16,70.42
1.93,8.35,82,20,63.03
8.09,6.24,84,24,86.42
2.05,9.37,60,21,53.58
4.35,5.05,85,16,66.31
3.11,7.99,71,21,61.43
0.0,5.62,82,21,47.05
0.31,7.02,58,15,32.38
0.0,5.8,55,20,29.54
5.94,10.0,55,15,70.4
5.6,7.27,70,19,74.41
6.86,4.97,89,23,82.31
0.0,5.44,80,20,35.14
0.26,5.54,51,21,34.51
4.21,7.87,73,22,65.45
1.46,6.2,83,19,54.61
4.39,7.53,95,24,75.74
2.11,8.42,86,24,57.09
1.9,4.96,90,17,57.42
0.0,9.34,58,17,40.5
1.85,5.31,56,21,43.5
3.74,8.87,80,22,76.53
1.02,6.85,72,17,49.97
3.14,9.86,56,22,53.04
0.91,6.32,82,18,42.78
1.45,6.33,99,16,52.01
1.59,7.94,67,18,45.29
3.93,5.5,77,15,63.75
4.72,5.09,73,16,59.77
6.68,8.1,52,22,71.02
4.56,8.44,96,23,78.16
3.73,8.67,70,18,56.53
6.55,8.02,76,23,78.72
3.55,6.02,93,20,65.48
4.23,7.28,100,24,64.55
4.91,5.54,69,18,62.18
3.35,9.52,96,22,83.27
2.86,7.76,74,23,67.39
2.67,8.13,89,18,65.48
1.85,7.7,85,15,61.8
2.01,6.5,57,23,48.69
5.12,9.54,56,24,63.99
0.81,7.16,63,22,37.47
3.28,8.89,85,22,61.42
2.95,6.59,98,15,63.41
0.15,10.0,96,21,55.23
4.68,7.71,93,19,80.23
0.33,6.36,80,20,46.79
1.51,5.53,54,18,40.47
2.83,8.5,85,20,66.68
5.98,6.86,67,18,63.09
4.04,5.17,54,22,53.47
3.62,6.45,72,22,62.92
5.7,6.53,73,20,73.79
2.47,5.74,75,16,53.79
7.0,8.92,64,20,71.99
4.01,6.07,97,21,59.04
3.27,6.2,98,17,64.15
0.0,6.8,85,20,42.63
4.95,7.66,54,15,56.65
4.07,7.04,77,20,69.84
2.55,10.0,99,23,69.53
1.99,7.07,55,16,51.86
7.03,9.51,79,20,76.36
1.41,7.99,57,23,41.03
3.7,6.83,77,17,62.85
3.07,7.86,52,23,50.6
4.38,7.41,59,15,64.65
0.0,8.02,98,22,47.83
4.35,6.0,59,21,53.12
6.2,6.41,71,16,75.68
0.0,6.15,57,21,34.98
1.1,8.72,80,23,61.73
4.13,9.44,76,17,64.35
2.73,6.43,94,17,59.87
4.36,5.36,73,22,50.32
4.49,5.43,72,22,73.25
3.45,8.73,72,20,64.97
6.53,6.25,70,16,72.94
4.5,7.06,67,18,66.45
0.35,7.79,67,17,30.55
4.4,8.47,93,18,75.72
2.93,4.44,56,16,51.53
4.1,6.74,55,19,53.91
5.34,7.47,95,16,78.52
6.23,4.48,100,17,86.1
3.17,5.54,80,21,61.04
4.68,8.46,65,18,60.7
0.84,5.34,90,18,54.13
2.07,8.99,90,18,60.49
1.87,7.67,88,24,55.7
5.07,8.9,89,20,83.04
6.45,7.16,99,21,78.81
9.38,7.51,92,23,96.21
4.72,5.63,59,19,64.43
5.25,5.8,80,19,75.52
0.0,6.6,89,16,45.9
0.0,7.64,79,19,46.01
1.26,7.47,81,18,51.83
0.49,5.54,87,16,49.3
4.02,7.13,88,15,73.83
6.47,5.84,70,21,68.74
3.02,5.88,91,16,65.02
1.69,4.03,55,24,40.33
3.61,9.36,90,20,75.83
1.56,7.65,74,22,63.47
1.91,8.84,59,15,53.06
2.61,4.71,90,19,61.22
3.78,6.23,93,20,66.34
0.0,5.74,59,18,20.64
0.0,6.58,83,16,42.19
1.28,8.04,50,23,45.45
4.04,6.75,84,19,60.89
0.47,6.47,54,17,41.22
6.67,8.17,52,21,69.78
4.7,7.04,78,18,71.62
4.34,5.98,50,24,47.93
4.71,8.32,100,17,76.97
3.85,7.46,90,16,74.39
4.01,4.63,60,22,48.67
5.48,8.31,58,22,65.67
5.0,8.78,75,22,72.25
3.6,6.12,67,21,57.12
6.85,7.07,66,23,71.99
3.15,4.0,67,18,52.95
2.09,4.32,93,16,54.93
0.03,6.65,77,20,41.92
1.56,8.19,96,19,69.22
5.4,5.89,99,17,78.3
2.93,6.21,54,20,51.98
3.96,7.89,66,20,61.26
3.16,8.65,73,24,64.44
0.59,8.45,97,20,58.43
2.42,8.27,82,23,58.57
1.33,5.39,65,20,44.03
2.13,5.84,62,21,49.74
1.22,6.46,54,16,43.83
3.96,5.42,86,17,62.2
4.62,6.93,52,24,51.74
3.07,6.35,81,17,53.24
0.0,6.24,82,18,46.75
0.29,6.88,70,17,45.12
4.29,5.29,79,19,61.99
1.49,9.26,90,19,64.31
1.49,7.21,100,16,56.55
3.14,8.31,97,17,73.06
1.43,7.22,88,17,63.84
0.0,5.46,64,22,38.68
1.15,8.84,97,19,57.49
2.19,7.87,79,24,62.02
1.89,6.81,83,20,55.59
4.4,6.59,85,22,73.7
3.18,7.1,87,18,59.43
3.04,5.75,80,18,55.84
5.31,7.52,62,15,72.28
0.0,7.32,81,23,50.17
6.13,5.06,93,22,73.7
6.3,6.76,95,16,88.49
2.77,5.94,68,23,55.23
2.21,6.39,74,18,46.55
5.69,6.88,99,18,82.21
2.47,7.32,98,24,62.71
3.71,5.72,92,20,69.46
3.56,6.01,60,16,55.19
3.98,9.0,92,19,75.85
0.8,5.09,64,16,38.83
3.88,5.49,86,16,58.41
1.24,6.22,66,24,41.78
1.8,5.06,53,16,39.12
4.86,6.39,71,21,62.85
1.99,6.98,82,18,60.11
1.72,6.31,76,19,49.0
3.41,4.0,76,22,61.99
5.69,8.25,100,23,81.5
7.81,6.21,92,16,87.14
5.28,6.09,76,15,63.77
5.26,4.1,84,22,65.27
2.95,7.69,63,24,65.43
8.12,7.74,57,24,75.6
3.4,7.01,55,16,48.16
2.93,7.67,95,23,65.03
3.77,6.39,71,15,67.53
3.53,9.09,94,15,64.36
0.37,8.46,53,24,33.9
1.61,6.45,60,23,43.57
3.76,6.69,100,16,69.88
1.42,4.04,100,18,54.29
4.3,6.09,96,21,78.76
3.07,7.07,58,23,58.79
4.87,6.88,77,19,67.02
2.75,4.35,90,16,55.76
3.96,8.12,70,17,65.96
0.0,10.0,55,19,38.73
0.0,4.0,73,20,43.94
1.39,8.75,80,18,49.32
3.62,9.0,80,16,66.05
1.44,7.22,94,22,53.63
4.46,7.46,96,18,71.62
3.77,7.87,78,24,65.24
2.08,8.87,87,22,71.42
3.45,8.52,64,21,57.09
2.11,6.61,86,19,67.7
3.63,5.75,51,20,54.27
1.98,8.14,74,18,52.03
3.79,9.07,83,17,68.76
5.72,8.81,65,24,82.06
0.53,4.51,94,15,51.45
1.61,8.79,87,18,57.51
1.69,7.46,95,23,58.16
3.62,7.86,80,23,66.0
4.68,4.77,68,18,66.58
0.0,7.21,55,17,33.45
2.63,7.25,74,22,58.74
3.06,6.8,97,22,78.16
